experiment,experiment_label,layer,component,type,param_name,condition_number_base,condition_number_exp,condition_number_diff,condition_number_log_ratio
adamw_sft,AdamW + SFT,-1,embed,embed,model.embed_tokens.weight,69.18641058154057,69.22686701598784,0.040456434447264655,0.00025387747538736387
adamw_sft,AdamW + SFT,0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,10.546793843948734,10.547550969526203,0.0007571255774685426,3.117569788974056e-05
adamw_sft,AdamW + SFT,0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,50.790417231602824,50.78015043606166,-0.010266795541163276,-8.779733672712763e-05
adamw_sft,AdamW + SFT,0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,30.557746350661454,30.56360079477191,0.00585444411045799,8.319688286678641e-05
adamw_sft,AdamW + SFT,0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,18.73935745084044,18.74300341265581,0.0036459618153692475,8.44888670916664e-05
adamw_sft,AdamW + SFT,0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,38555.79005042446,25054.216605317386,-13501.573445107075,-0.18720877894165214
adamw_sft,AdamW + SFT,0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,184976.8751259078,183015.3000035588,-1961.5751223489933,-0.004630040407570322
adamw_sft,AdamW + SFT,0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,7.7755061789352835,7.780100521094947,0.004594342159663256,0.00025653740730422945
adamw_sft,AdamW + SFT,1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,8.998430005007657,8.998641553112952,0.00021154810529466772,1.020990270486844e-05
adamw_sft,AdamW + SFT,1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,33.91668364456576,33.91523409046388,-0.0014495541018746394,-1.8561567143623318e-05
adamw_sft,AdamW + SFT,1,up_proj,mlp,model.layers.1.mlp.up_proj.weight,37.735381088331756,37.73384517559632,-0.0015359127354344082,-1.767709724341587e-05
adamw_sft,AdamW + SFT,1,k_proj,attn,model.layers.1.self_attn.k_proj.weight,30.087513316132128,30.090639837309695,0.0031265211775668433,4.5127037804897725e-05
adamw_sft,AdamW + SFT,1,o_proj,attn,model.layers.1.self_attn.o_proj.weight,49034.98587834326,141490.49078460218,92455.50490625892,0.46022119845247633
adamw_sft,AdamW + SFT,1,q_proj,attn,model.layers.1.self_attn.q_proj.weight,1074758.1049613138,776515.0262300393,-298243.07873127447,-0.14116086478548012
adamw_sft,AdamW + SFT,1,v_proj,attn,model.layers.1.self_attn.v_proj.weight,3.341969736117407,3.3416027819203618,-0.00036695419704546595,-4.768892164124701e-05
adamw_sft,AdamW + SFT,10,down_proj,mlp,model.layers.10.mlp.down_proj.weight,13.491719978091211,13.491188053911493,-0.0005319241797181462,-1.7122819808653986e-05
adamw_sft,AdamW + SFT,10,gate_proj,mlp,model.layers.10.mlp.gate_proj.weight,16.210019773701827,16.20974160047607,-0.000278173225755296,-7.452806056601402e-06
adamw_sft,AdamW + SFT,10,up_proj,mlp,model.layers.10.mlp.up_proj.weight,8.538043575643336,8.53786205550966,-0.0001815201336761163,-9.233266347995376e-06
adamw_sft,AdamW + SFT,10,k_proj,attn,model.layers.10.self_attn.k_proj.weight,24.034098760920294,24.028438823600766,-0.0056599373195282965,-0.00010228671562878155
adamw_sft,AdamW + SFT,10,o_proj,attn,model.layers.10.self_attn.o_proj.weight,15508.710116684786,14770.14408348888,-738.5660331959061,-0.02119094647759882
adamw_sft,AdamW + SFT,10,q_proj,attn,model.layers.10.self_attn.q_proj.weight,12813.850813777506,12892.372293099808,78.52147932230218,0.0026531747662379888
adamw_sft,AdamW + SFT,10,v_proj,attn,model.layers.10.self_attn.v_proj.weight,3.2994636012714755,3.299323177650804,-0.0001404236206714593,-1.8483762436578684e-05
adamw_sft,AdamW + SFT,11,down_proj,mlp,model.layers.11.mlp.down_proj.weight,16.054627449194015,16.053273878281725,-0.0013535709122898254,-3.661705400330495e-05
adamw_sft,AdamW + SFT,11,gate_proj,mlp,model.layers.11.mlp.gate_proj.weight,13.225697438590451,13.225223220435234,-0.00047421815521708766,-1.5572261601462436e-05
adamw_sft,AdamW + SFT,11,up_proj,mlp,model.layers.11.mlp.up_proj.weight,6.605510357941471,6.605378883032893,-0.0001314749085778999,-8.644206497288141e-06
adamw_sft,AdamW + SFT,11,k_proj,attn,model.layers.11.self_attn.k_proj.weight,21.610944081803808,21.613438976503268,0.0024948946994598487,5.0134619649644284e-05
adamw_sft,AdamW + SFT,11,o_proj,attn,model.layers.11.self_attn.o_proj.weight,139258.46738802953,779527.3822974947,640268.9149094651,0.7480097639365737
adamw_sft,AdamW + SFT,11,q_proj,attn,model.layers.11.self_attn.q_proj.weight,28543.812668067454,23966.485407705542,-4577.327260361912,-0.07590763134893978
adamw_sft,AdamW + SFT,11,v_proj,attn,model.layers.11.self_attn.v_proj.weight,2.8678401021237847,2.8679005804259283,6.047830214361838e-05,9.158500828621458e-06
adamw_sft,AdamW + SFT,12,down_proj,mlp,model.layers.12.mlp.down_proj.weight,14.145448240851502,14.146124707921615,0.0006764670701127073,2.0768439869173124e-05
adamw_sft,AdamW + SFT,12,gate_proj,mlp,model.layers.12.mlp.gate_proj.weight,18.888272791501652,18.889054460449653,0.0007816689480009131,1.797239431870942e-05
adamw_sft,AdamW + SFT,12,up_proj,mlp,model.layers.12.mlp.up_proj.weight,8.061255117094625,8.060829478036467,-0.000425639058157401,-2.2931611999992616e-05
adamw_sft,AdamW + SFT,12,k_proj,attn,model.layers.12.self_attn.k_proj.weight,20.867707840632306,20.877121843157205,0.00941400252489899,0.00019587812188785297
adamw_sft,AdamW + SFT,12,o_proj,attn,model.layers.12.self_attn.o_proj.weight,102000.14319866779,47433.68442169494,-54566.45877697285,-0.33251392159132603
adamw_sft,AdamW + SFT,12,q_proj,attn,model.layers.12.self_attn.q_proj.weight,14798.684955393119,18576.13209558939,3777.447140196271,0.09873216597033276
adamw_sft,AdamW + SFT,12,v_proj,attn,model.layers.12.self_attn.v_proj.weight,2.550671517667282,2.550816732230239,0.00014521456295701896,2.4724504031709425e-05
adamw_sft,AdamW + SFT,13,down_proj,mlp,model.layers.13.mlp.down_proj.weight,30.005646690345184,30.00410011207265,-0.0015465782725350152,-2.2385377227238246e-05
adamw_sft,AdamW + SFT,13,gate_proj,mlp,model.layers.13.mlp.gate_proj.weight,12.316046719506732,12.316801992473374,0.0007552729666429059,2.6631989314929403e-05
adamw_sft,AdamW + SFT,13,up_proj,mlp,model.layers.13.mlp.up_proj.weight,6.311217662216599,6.311157415237879,-6.0246978719646904e-05,-4.145801443671229e-06
adamw_sft,AdamW + SFT,13,k_proj,attn,model.layers.13.self_attn.k_proj.weight,41.906820743475016,41.94160277032601,0.03478202685099063,0.0003603083412713052
adamw_sft,AdamW + SFT,13,o_proj,attn,model.layers.13.self_attn.o_proj.weight,9641.296136551193,9804.447645877155,163.15150932596225,0.007287709194913771
adamw_sft,AdamW + SFT,13,q_proj,attn,model.layers.13.self_attn.q_proj.weight,57124.68510683214,206552.11794434552,149427.4328375134,0.5582058334178988
adamw_sft,AdamW + SFT,13,v_proj,attn,model.layers.13.self_attn.v_proj.weight,3.7001013163270056,3.7002302859890692,0.00012896966206366045,1.5137379129144163e-05
adamw_sft,AdamW + SFT,14,down_proj,mlp,model.layers.14.mlp.down_proj.weight,12.14858893422566,12.147831749859497,-0.0007571843661633437,-2.706908942598119e-05
adamw_sft,AdamW + SFT,14,gate_proj,mlp,model.layers.14.mlp.gate_proj.weight,13.416229041756727,13.416391513486408,0.0001624717296806466,5.259313045541368e-06
adamw_sft,AdamW + SFT,14,up_proj,mlp,model.layers.14.mlp.up_proj.weight,6.92702720942221,6.926948569727838,-7.863969437238438e-05,-4.930394836719549e-06
adamw_sft,AdamW + SFT,14,k_proj,attn,model.layers.14.self_attn.k_proj.weight,23.136335100841148,23.133789421657593,-0.002545679183555194,-4.778783003670512e-05
adamw_sft,AdamW + SFT,14,o_proj,attn,model.layers.14.self_attn.o_proj.weight,6453.263467239998,6814.794031195862,361.5305639558637,0.023673337950206597
adamw_sft,AdamW + SFT,14,q_proj,attn,model.layers.14.self_attn.q_proj.weight,12016.462412922161,12716.964313127513,700.5019002053523,0.02460682021818794
adamw_sft,AdamW + SFT,14,v_proj,attn,model.layers.14.self_attn.v_proj.weight,6.809948120874071,6.80842094277884,-0.0015271780952312852,-9.74044717575975e-05
adamw_sft,AdamW + SFT,15,down_proj,mlp,model.layers.15.mlp.down_proj.weight,12.83113835849419,12.831817215699537,0.0006788572053473274,2.2976616040905925e-05
adamw_sft,AdamW + SFT,15,gate_proj,mlp,model.layers.15.mlp.gate_proj.weight,16.831657108500657,16.830838282008507,-0.0008188264921500377,-2.1128072837236495e-05
adamw_sft,AdamW + SFT,15,up_proj,mlp,model.layers.15.mlp.up_proj.weight,9.399973299687645,9.40053152087406,0.0005582211864147979,2.578998631437847e-05
adamw_sft,AdamW + SFT,15,k_proj,attn,model.layers.15.self_attn.k_proj.weight,25.442585553328566,25.46639873292701,0.02381317959844509,0.00040629108576569454
adamw_sft,AdamW + SFT,15,o_proj,attn,model.layers.15.self_attn.o_proj.weight,29248.74824238646,45998.52111072128,16749.77286833482,0.19663658465997091
adamw_sft,AdamW + SFT,15,q_proj,attn,model.layers.15.self_attn.q_proj.weight,23869.157071525828,26554.62698572082,2685.469914194993,0.04630312287539077
adamw_sft,AdamW + SFT,15,v_proj,attn,model.layers.15.self_attn.v_proj.weight,3.3575600712900404,3.3575565639835947,-3.507306445715841e-06,-4.536641486697491e-07
adamw_sft,AdamW + SFT,16,down_proj,mlp,model.layers.16.mlp.down_proj.weight,9.686499227673869,9.68637393330681,-0.0001252943670593254,-5.617613017529949e-06
adamw_sft,AdamW + SFT,16,gate_proj,mlp,model.layers.16.mlp.gate_proj.weight,12.919883539201004,12.918876538977091,-0.0010070002239128684,-3.385105472701947e-05
