experiment,experiment_label,layer,component,type,param_name,frobenius_norm,spectral_norm,nuclear_norm,effective_rank,stable_rank,spectral_entropy,gini_coefficient,rank_90,rank_95,rank_99,top1_energy,top5_energy,top10_energy,top50_energy,num_sv
muon_grpo,Muon + GRPO,21,up_proj,mlp,model.layers.21.mlp.up_proj.weight,0.03428068907671448,0.0018930691294372082,1.2682122045953292,1368.6259504596885,327.9186665712394,0.9706559910196052,0.19989180216837288,1073,1247,1455,0.0030495366746154805,0.012241000103998617,0.02297893991294355,0.09209405511624201,1536
muon_grpo,Muon + GRPO,21,k_proj,attn,model.layers.21.self_attn.k_proj.weight,0.006403188308844965,0.0007566654239781201,0.0981219573150156,234.82258124514252,71.6118295961331,0.9697058309739174,0.16920202141160945,191,218,247,0.01396417331661078,0.059763261602382496,0.1087069219180162,0.3860140738670808,256
muon_grpo,Muon + GRPO,21,o_proj,attn,model.layers.21.self_attn.o_proj.weight,0.011605704022882921,0.0007257416727952659,0.3753441767382313,1045.9631479831894,255.72833941540486,0.9215673224682841,0.39163439758625906,723,872,1129,0.003910399615021161,0.01702628081633233,0.03146848787566526,0.12923215099205457,1536
muon_grpo,Muon + GRPO,21,q_proj,attn,model.layers.21.self_attn.q_proj.weight,0.010195668932893429,0.0006943501648493111,0.3115396225799003,933.673707365246,215.61271283977982,0.9001395339950462,0.45085055338383206,621,765,1033,0.0046379454477857825,0.020916047087510558,0.039484794717021585,0.15929257534321997,1536
muon_grpo,Muon + GRPO,21,v_proj,attn,model.layers.21.self_attn.v_proj.weight,0.0064225859373167795,0.0007557444041594863,0.09902005088224541,237.6985006081545,72.22207597294107,0.9735787783633281,0.15527966066501597,196,221,248,0.013846181884534348,0.06006090815981141,0.10782210139798132,0.37225215446918875,256
muon_grpo,Muon + GRPO,22,down_proj,mlp,model.layers.22.mlp.down_proj.weight,0.03546830778918919,0.001971814315766096,1.3242215510399546,1393.9280771421159,323.5555892346135,0.9748729197725818,0.18189407753489673,1112,1279,1468,0.0030906590189511136,0.012889716320475695,0.02319853739744666,0.0895775325114079,1536
muon_grpo,Muon + GRPO,22,gate_proj,mlp,model.layers.22.mlp.gate_proj.weight,0.03591911634983839,0.0019334984244778752,1.3457060519344282,1403.618627287957,345.1148467725333,0.976779051451754,0.17509670221514106,1124,1287,1468,0.0028975861495147567,0.012011210843601544,0.022049892150669007,0.08611899567785933,1536
muon_grpo,Muon + GRPO,22,up_proj,mlp,model.layers.22.mlp.up_proj.weight,0.03489328852321588,0.001892615924589336,1.2960260463160012,1379.5697287482653,339.90599401865506,0.9726775698224593,0.19232439686293845,1088,1258,1457,0.002941989896021419,0.012445576957888227,0.022803015273784758,0.09010739954360009,1536
muon_grpo,Muon + GRPO,22,k_proj,attn,model.layers.22.self_attn.k_proj.weight,0.006221388210215488,0.0007582582184113562,0.09558223500789609,236.03682228410068,67.31941780911848,0.9719078849248319,0.1654472963418887,191,218,247,0.014854555082984527,0.056008173837058535,0.10032923563395343,0.3708450120618357,256
muon_grpo,Muon + GRPO,22,o_proj,attn,model.layers.22.self_attn.o_proj.weight,0.012508634170015335,0.0007678804686293006,0.41760953517027133,1114.6051105404483,265.3582167319262,0.934419259468678,0.35418008043537874,790,936,1177,0.0037684908058084883,0.015433994438874245,0.027987232017839692,0.11161605776053979,1536
muon_grpo,Muon + GRPO,22,q_proj,attn,model.layers.22.self_attn.q_proj.weight,0.010305319429686663,0.0007553957984782755,0.31299842684937473,922.4894192149205,186.1117471082315,0.8997398812927989,0.4587860863406976,613,750,1008,0.005373115966819975,0.02223659772361912,0.039010098934865324,0.1521613134248132,1536
muon_grpo,Muon + GRPO,22,v_proj,attn,model.layers.22.self_attn.v_proj.weight,0.006247660988708454,0.0007376279099844396,0.09597576857777312,235.9871121795979,71.7398112355617,0.97151383460216,0.16465755094926315,192,219,247,0.013939261656494242,0.05942321399793944,0.10546589929791984,0.37610630523881877,256
muon_grpo,Muon + GRPO,23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,0.03511965468612731,0.0019310510251671076,1.311083430191502,1393.6707436092645,330.7599937656063,0.9747957521367593,0.18202902702521495,1112,1280,1469,0.0030233402432237677,0.012328347589451394,0.022903155809246963,0.09002568731563305,1536
muon_grpo,Muon + GRPO,23,gate_proj,mlp,model.layers.23.mlp.gate_proj.weight,0.03533720617426334,0.0019149240106344223,1.3211539704991537,1397.7916693696563,340.53466782027414,0.9757285045519886,0.17926476091425325,1117,1281,1466,0.002936558578311256,0.012140593273732942,0.022001839561845083,0.08726457282155996,1536
muon_grpo,Muon + GRPO,23,up_proj,mlp,model.layers.23.mlp.up_proj.weight,0.034647410331816,0.0019336745608597994,1.2861427830047774,1377.960635727527,321.0515651337312,0.9723339376773422,0.19325298547951397,1087,1257,1457,0.0031147644447192114,0.01274938343975737,0.023009709166947778,0.09110475915354146,1536
muon_grpo,Muon + GRPO,23,k_proj,attn,model.layers.23.self_attn.k_proj.weight,0.006490000226826728,0.0007799299783073366,0.1000946766580455,237.86609231579976,69.24337002621479,0.9740890530348001,0.155535610987537,195,221,248,0.014441815868023334,0.05786600765570567,0.1039999815866336,0.3664218217082872,256
muon_grpo,Muon + GRPO,23,o_proj,attn,model.layers.23.self_attn.o_proj.weight,0.011663334618577261,0.0007680106209591031,0.3780366168739846,1050.5633952087412,230.62746173464288,0.92223062874574,0.3887976191196343,728,877,1133,0.00433599707718497,0.019373144961180682,0.03400754720406336,0.1307395660548431,1536
muon_grpo,Muon + GRPO,23,q_proj,attn,model.layers.23.self_attn.q_proj.weight,0.011053624782734625,0.0007643654244020581,0.3503452328258022,1004.576439124057,209.1256813850322,0.9138641927261946,0.41364610321913564,683,831,1095,0.004781813469187688,0.01952694173036478,0.03524179777233256,0.1389476368862012,1536
muon_grpo,Muon + GRPO,23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,0.006464490752886333,0.0007688279147259891,0.09960097142902669,237.38786323170802,70.69852455207017,0.9733845593928693,0.15754887507146043,194,220,247,0.014144566754904341,0.05882831221021035,0.10613990339853735,0.36912231145437174,256
muon_grpo,Muon + GRPO,24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,0.03338179684108631,0.0018871206557378173,1.23337266992894,1365.1149474692936,312.910461340783,0.969850445421971,0.20173050265295078,1072,1247,1456,0.0031958023893324705,0.013141812264192752,0.023895467441404628,0.09428801317623775,1536
muon_grpo,Muon + GRPO,24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,0.033388187763303136,0.001935265609063208,1.2320405356342405,1361.6462660320399,297.6490743824626,0.9692993941236223,0.20372189218632752,1068,1244,1453,0.0033596610440489913,0.0137142741014131,0.024464493081483005,0.09594663852810777,1536
muon_grpo,Muon + GRPO,24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,0.03258129500561254,0.0019117268966510892,1.1912041342869486,1336.7053914509138,290.45909744382385,0.9650774261769651,0.2201809172192335,1032,1213,1440,0.003442825543425799,0.013647168761664922,0.024839707253380507,0.0990090182502529,1536
muon_grpo,Muon + GRPO,24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,0.006470556881156762,0.0007243265863507986,0.10012777568772435,239.4560522946617,79.80212686471928,0.9763695468233733,0.14812951600546986,197,222,248,0.012530994339226095,0.05497311602328016,0.10180520626219383,0.3585216841863394,256
muon_grpo,Muon + GRPO,24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,0.011558473143275511,0.0007672353531233966,0.3767095012747461,1062.214465749255,226.95707405055364,0.9238236486936562,0.38207208876267784,739,891,1149,0.004406119545660228,0.018484907890641805,0.03311033292813425,0.12999119546510635,1536
