experiment,experiment_label,layer,component,type,param_name,frobenius_norm,spectral_norm,nuclear_norm,effective_rank,stable_rank,spectral_entropy,gini_coefficient,rank_90,rank_95,rank_99,sv_at_rank_90,sv_at_rank_95,sv_at_rank_99,sv_sum_at_rank_90,sv_sum_at_rank_95,sv_sum_at_rank_99,top1_energy,top5_energy,top10_energy,top50_energy,num_sv
adamw_sft,AdamW + SFT,-1,embed,embed,model.embed_tokens.weight,0.2648993178226268,0.1563957929611206,6.710319583537057,641.689198166826,2.8688744784026623,0.605571116899198,0.2418120405191011,790,1101,1428,0.00358273321762681,0.0031449375674128532,0.002688263775780797,4.4360160059295595,5.480230242246762,6.436019339365885,0.3485687531915938,0.5092864497842027,0.5570717690427343,0.6613455368449499,1536
adamw_sft,AdamW + SFT,0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,0.09314937094341459,0.019614340737462044,3.29813996842131,1253.6557945272386,22.55342072994768,0.9264033796067095,0.19297247977591603,1109,1290,1477,0.001635895692743361,0.0014618333661928773,0.0012517865980044007,2.692229603533633,2.972582243499346,3.2271246371092275,0.04433917195860869,0.10085305750672874,0.14043311650353263,0.24770455930566415,1536
adamw_sft,AdamW + SFT,0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,0.09007723483110162,0.02121412754058838,3.1423743946361355,1216.986506415303,18.029336340151527,0.9151369160068584,0.20686613472807536,1083,1272,1470,0.0015486241318285465,0.0013784213224425912,0.0011725093936547637,2.540349402348511,2.8169527037534863,3.0703271055826917,0.055465158624446384,0.11286193496078291,0.15228985110947627,0.2669112226079459,1536
adamw_sft,AdamW + SFT,0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,0.09627644361328574,0.02538369596004486,3.2639007092802785,1149.301037150918,14.385678964559142,0.8923071091555413,0.22461786127654682,1042,1245,1460,0.0016027565579861403,0.001417737570591271,0.0011935678776353598,2.592662842129357,2.8991852017352358,3.1807973072864115,0.06951357683315615,0.13957885724873154,0.1840253698187398,0.31140924799908426,1536
adamw_sft,AdamW + SFT,0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,0.01426836870600079,0.005085259675979614,0.19910811659065075,194.7283939352396,7.87267597402406,0.8736780650502564,0.22631372273160677,172,206,243,0.0005912280757911503,0.0005119519191794097,0.00041154169593937695,0.15818313171621412,0.17689402139512822,0.1940900798072107,0.12702161289242767,0.2630897200784197,0.32177108629095086,0.556183524519332,256
adamw_sft,AdamW + SFT,0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,0.04384736831943233,0.015964774414896965,1.1948911960630557,742.6251575344947,7.5433019519176785,0.7787946959513397,0.4398539853095491,586,770,1080,0.0008130373898893595,0.0006313378689810634,0.00035933457547798753,0.8293803787091747,0.9617357608512975,1.114096147561213,0.1325679399252707,0.24897083393511146,0.3071911843450814,0.4577247073382632,1536
adamw_sft,AdamW + SFT,0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,0.034921821683582335,0.011781901121139526,0.9631709747151589,760.6992574382872,8.785430219631833,0.8064101184026694,0.46621928680125846,587,749,1019,0.0006902890163473785,0.0005355670000426471,0.00030674945446662605,0.6902681225328706,0.7893890784471296,0.9025105139007792,0.11382481847791702,0.20421080128822378,0.25831059952030555,0.39849917411183494,1536
adamw_sft,AdamW + SFT,0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,0.017744232246553963,0.006359676830470562,0.24849677982274443,196.12235711839585,7.7847439302557895,0.8762871411669049,0.2199314037137261,176,210,245,0.0007316136034205556,0.0006445645121857524,0.0005407487624324858,0.19868642417714,0.222004622744862,0.24278561939718202,0.1284563768518385,0.2529909629587277,0.3197910577305459,0.5587045591115932,256
adamw_sft,AdamW + SFT,1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,0.09044588274852253,0.014992615208029747,3.248229078017175,1289.7801715094652,36.3934153577073,0.9406322577583465,0.18845614971558722,1123,1299,1479,0.001608018297702074,0.0014390285359695554,0.0012400978012010455,2.669850227655843,2.9381825900636613,3.1802103432128206,0.027477498063072633,0.07216141607416549,0.10898882534934266,0.22365673777018488,1536
adamw_sft,AdamW + SFT,1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,0.08644845705532052,0.015153579413890839,3.0928092325520993,1279.9463717502485,32.54498188141853,0.9373555247706208,0.19084863972813415,1119,1296,1477,0.0015334257623180747,0.001371991354972124,0.0011822599917650223,2.538028008188121,2.7953422060236335,3.027272767503746,0.030726703233193296,0.07895987645788982,0.11893799558049932,0.2284314744338958,1536
adamw_sft,AdamW + SFT,1,up_proj,mlp,model.layers.1.mlp.up_proj.weight,0.09097016086718795,0.017048100009560585,3.200286712439265,1237.598719320684,28.473834507330867,0.9245781467058354,0.2033533257412612,1094,1279,1471,0.0015789587050676346,0.0014097641687840223,0.0012026579352095723,2.599345864960924,2.8759396920213476,3.1277232182910666,0.03511996249548125,0.09421104834257862,0.13615573675445533,0.25748525525168736,1536
adamw_sft,AdamW + SFT,1,k_proj,attn,model.layers.1.self_attn.k_proj.weight,0.015931904958249952,0.00623196130618453,0.2139467161905486,180.33326095720147,6.535606824407245,0.8384986544136684,0.2515992370537745,163,200,242,0.0006270306766964495,0.000539508240763098,0.0004354493285063654,0.16610097256489098,0.18764833122259006,0.20818913215771317,0.15300798026366835,0.3120547833445077,0.3810708425082755,0.6152650528767096,256
adamw_sft,AdamW + SFT,1,o_proj,attn,model.layers.1.self_attn.o_proj.weight,0.040947083540186426,0.012944386340677738,1.1389524671022855,773.6869120843289,10.006518809610357,0.7959546487054571,0.43228700870150893,608,791,1095,0.0007625340367667377,0.000592367781791836,0.0003394229570403695,0.800324963987805,0.9239062227425165,1.0648394038435072,0.09993485437109162,0.22917998966505684,0.2826009755211164,0.43865293902053626,1536
adamw_sft,AdamW + SFT,1,q_proj,attn,model.layers.1.self_attn.q_proj.weight,0.035982201391883364,0.009544573724269867,1.0572409635654765,863.3213948535912,14.21223520317057,0.8406765258904152,0.4163576247559313,659,833,1120,0.0006826927419751883,0.000534720194991678,0.00030808194424025714,0.7679943030816503,0.8737131964880973,0.9939608169370331,0.07036190899633527,0.15830556960819345,0.20724328819785878,0.3665817122611745,1536
adamw_sft,AdamW + SFT,1,v_proj,attn,model.layers.1.self_attn.v_proj.weight,0.019535629187852916,0.008837839588522911,0.2560200351290405,171.74855794715245,4.886102543185874,0.8048812659892581,0.24577476993014513,163,201,242,0.0007573131588287652,0.0006598896579816937,0.0005424250266514719,0.19720150344073772,0.22408704803092405,0.2487780522205867,0.2046620985051968,0.3576602233233427,0.42574643226876085,0.637020236623606,256
adamw_sft,AdamW + SFT,10,down_proj,mlp,model.layers.10.mlp.down_proj.weight,0.08715419994730772,0.014966955408453941,3.0999933342682198,1265.158328914885,33.90858847030115,0.9320856013421596,0.1938115999187846,1112,1292,1477,0.001531994086690247,0.001370446989312768,0.0011774554150179029,2.5356026982190087,2.7968962534796447,3.0332663530716673,0.0294910535976999,0.0940321940802979,0.12664241505031287,0.23909326310431098,1536
adamw_sft,AdamW + SFT,10,gate_proj,mlp,model.layers.10.mlp.gate_proj.weight,0.08304810124118363,0.01441449485719204,2.9740165158873424,1282.4113026719583,33.19407415491898,0.9375300632739663,0.1886486989316607,1123,1298,1479,0.0014767046086490154,0.001325204037129879,0.0011384235695004463,2.443315473734401,2.6883707349188626,2.9119612507056445,0.030125859071499707,0.08252219301108721,0.11450106849057637,0.2294722001669187,1536
