experiment,experiment_label,layer,component,type,param_name,condition_number_base,condition_number_exp,condition_number_diff,condition_number_log_ratio
muon_sft,Muon + SFT,23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,11.80645745879601,11.806434587964628,-2.2870831381638368e-05,-8.412926163934969e-07
muon_sft,Muon + SFT,23,gate_proj,mlp,model.layers.23.mlp.gate_proj.weight,19.84423847022627,19.842620471428095,-0.0016179987981743693,-3.541161829892846e-05
muon_sft,Muon + SFT,23,up_proj,mlp,model.layers.23.mlp.up_proj.weight,10.79189058648552,10.792542461705436,0.0006518752199156097,2.6232406508193662e-05
muon_sft,Muon + SFT,23,k_proj,attn,model.layers.23.self_attn.k_proj.weight,16.001526800630636,15.99260502633755,-0.008921774293085605,-0.0002422117571847945
muon_sft,Muon + SFT,23,o_proj,attn,model.layers.23.self_attn.o_proj.weight,13053.866526333686,13496.993338286366,443.1268119526794,0.014497865738392516
muon_sft,Muon + SFT,23,q_proj,attn,model.layers.23.self_attn.q_proj.weight,764874.9518123881,599208.5954904278,-165666.35632196034,-0.10601240426713891
muon_sft,Muon + SFT,23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,4.042193780833294,4.042367540671699,0.0001737598384048411,1.8668406610155236e-05
muon_sft,Muon + SFT,24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,10.013056479364716,10.011737498339553,-0.0013189810251628131,-5.721169290723921e-05
muon_sft,Muon + SFT,24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,21.0475855955308,21.048481277065747,0.0008956815349456804,1.8481040017621935e-05
muon_sft,Muon + SFT,24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,13.895235392599337,13.894810392204727,-0.00042500039461046413,-1.3283556826773094e-05
muon_sft,Muon + SFT,24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,31.211181081905732,31.214117468961366,0.0029363870556338156,4.0857047560422105e-05
muon_sft,Muon + SFT,24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,13596.107700858232,14590.302704832277,994.1950039740441,0.030649706123499043
muon_sft,Muon + SFT,24,q_proj,attn,model.layers.24.self_attn.q_proj.weight,119825.2524376554,126414.64866006648,6589.396222411073,0.023249049381867386
muon_sft,Muon + SFT,24,v_proj,attn,model.layers.24.self_attn.v_proj.weight,3.6003445004354857,3.5992412003852303,-0.0011033000502553847,-0.00013310686124777242
muon_sft,Muon + SFT,25,down_proj,mlp,model.layers.25.mlp.down_proj.weight,9.428473935149443,9.428699318244876,0.00022538309543307378,1.0381474821267453e-05
muon_sft,Muon + SFT,25,gate_proj,mlp,model.layers.25.mlp.gate_proj.weight,21.338091581274373,21.33922498280245,0.0011334015280759502,2.3067524819733436e-05
muon_sft,Muon + SFT,25,up_proj,mlp,model.layers.25.mlp.up_proj.weight,18.112209505291784,18.113005755861398,0.0007962505696141875,1.9092073085446047e-05
muon_sft,Muon + SFT,25,k_proj,attn,model.layers.25.self_attn.k_proj.weight,22.462953951457504,22.456760633200815,-0.0061933182566882294,-0.00011975694794431004
muon_sft,Muon + SFT,25,o_proj,attn,model.layers.25.self_attn.o_proj.weight,16296.613319126418,16106.981051364432,-189.63226776198644,-0.005083213099305159
muon_sft,Muon + SFT,25,q_proj,attn,model.layers.25.self_attn.q_proj.weight,24555.210708810777,25317.798438765465,762.5877299546883,0.01328227284304925
muon_sft,Muon + SFT,25,v_proj,attn,model.layers.25.self_attn.v_proj.weight,4.337190824833435,4.337177080929177,-1.3743904258234352e-05,-1.376215960415017e-06
muon_sft,Muon + SFT,26,down_proj,mlp,model.layers.26.mlp.down_proj.weight,8.741682232718533,8.741469839411124,-0.0002123933074091866,-1.055201499420153e-05
muon_sft,Muon + SFT,26,gate_proj,mlp,model.layers.26.mlp.gate_proj.weight,20.0336868429297,20.032969027555097,-0.0007178153746032478,-1.5561231626432832e-05
muon_sft,Muon + SFT,26,up_proj,mlp,model.layers.26.mlp.up_proj.weight,18.54966977174175,18.54981945308658,0.00014968134482984397,3.5044030773750487e-06
muon_sft,Muon + SFT,26,k_proj,attn,model.layers.26.self_attn.k_proj.weight,18.924022446774764,18.92884887566233,0.004826428887565015,0.00011074940268981714
muon_sft,Muon + SFT,26,o_proj,attn,model.layers.26.self_attn.o_proj.weight,32723.99759321507,32635.93513951373,-88.06245370133911,-0.0011702907040732002
muon_sft,Muon + SFT,26,q_proj,attn,model.layers.26.self_attn.q_proj.weight,48120.87790718429,51223.02375319105,3102.145846006766,0.027131669867640117
muon_sft,Muon + SFT,26,v_proj,attn,model.layers.26.self_attn.v_proj.weight,4.835564685889436,4.834139653015603,-0.0014250328738327767,-0.00012800472412103525
muon_sft,Muon + SFT,27,down_proj,mlp,model.layers.27.mlp.down_proj.weight,11.983131396493501,11.983442494971607,0.0003110984781056203,1.1274732299147996e-05
muon_sft,Muon + SFT,27,gate_proj,mlp,model.layers.27.mlp.gate_proj.weight,34.01131673372879,34.01220982702218,0.0008930932933921554,1.1403863009722078e-05
muon_sft,Muon + SFT,27,up_proj,mlp,model.layers.27.mlp.up_proj.weight,27.05991417573715,27.057694873669387,-0.0022193020677612196,-3.561985310053051e-05
muon_sft,Muon + SFT,27,k_proj,attn,model.layers.27.self_attn.k_proj.weight,16.960271595775623,16.960845303153963,0.0005737073783400604,1.4690433066010495e-05
muon_sft,Muon + SFT,27,o_proj,attn,model.layers.27.self_attn.o_proj.weight,99634.79632267175,101196.8067561438,1562.0104334720381,0.006755771312035381
muon_sft,Muon + SFT,27,q_proj,attn,model.layers.27.self_attn.q_proj.weight,91711.44628086085,80492.52762503925,-11218.918655821602,-0.056667976968819714
muon_sft,Muon + SFT,27,v_proj,attn,model.layers.27.self_attn.v_proj.weight,7.853791579470053,7.854205919011411,0.0004143395413587214,2.2911306995763434e-05
muon_sft,Muon + SFT,3,down_proj,mlp,model.layers.3.mlp.down_proj.weight,10.758270959803003,10.759013427579875,0.0007424677768721466,2.9971222465569005e-05
muon_sft,Muon + SFT,3,gate_proj,mlp,model.layers.3.mlp.gate_proj.weight,13.999766940935217,13.999900883040265,0.00013394210504813486,4.155071944633756e-06
muon_sft,Muon + SFT,3,up_proj,mlp,model.layers.3.mlp.up_proj.weight,7.592358408260811,7.592351013442489,-7.394818322126184e-06,-4.2299509364597756e-07
muon_sft,Muon + SFT,3,k_proj,attn,model.layers.3.self_attn.k_proj.weight,15.502942945207748,15.497300179001831,-0.005642766205916416,-0.00015810342152127534
muon_sft,Muon + SFT,3,o_proj,attn,model.layers.3.self_attn.o_proj.weight,16528.241725287102,19004.700644692737,2476.4589194056352,0.06063437736801124
muon_sft,Muon + SFT,3,q_proj,attn,model.layers.3.self_attn.q_proj.weight,75355.26316454641,90110.38565993763,14755.122495391217,0.07766125754289631
muon_sft,Muon + SFT,3,v_proj,attn,model.layers.3.self_attn.v_proj.weight,3.891617107326821,3.89111766839355,-0.0004994389332706461,-5.573968002650151e-05
muon_sft,Muon + SFT,4,down_proj,mlp,model.layers.4.mlp.down_proj.weight,11.15720155550664,11.159893888113206,0.0026923326065659836,0.00010478650352208305
muon_sft,Muon + SFT,4,gate_proj,mlp,model.layers.4.mlp.gate_proj.weight,17.495981170242754,17.496051015975016,6.984573226276325e-05,1.7337441818036285e-06
muon_sft,Muon + SFT,4,up_proj,mlp,model.layers.4.mlp.up_proj.weight,8.782003015120793,8.781234660531082,-0.0007683545897112509,-3.799893445979725e-05
muon_sft,Muon + SFT,4,k_proj,attn,model.layers.4.self_attn.k_proj.weight,23.93670634239095,23.94113189622805,0.004425553837101859,8.028740172910221e-05
muon_sft,Muon + SFT,4,o_proj,attn,model.layers.4.self_attn.o_proj.weight,8582.208719375358,8592.553943662699,10.345224287340898,0.0005231949289278679
muon_sft,Muon + SFT,4,q_proj,attn,model.layers.4.self_attn.q_proj.weight,19385.367499083055,19121.923743192245,-263.4437558908103,-0.005942456654055999
muon_sft,Muon + SFT,4,v_proj,attn,model.layers.4.self_attn.v_proj.weight,3.7875720759658726,3.7879615016923647,0.000389425726492032,4.4650437501657245e-05
muon_sft,Muon + SFT,5,down_proj,mlp,model.layers.5.mlp.down_proj.weight,12.388049471794826,12.389249139637382,0.0011996678425560958,4.2055361459434354e-05
muon_sft,Muon + SFT,5,gate_proj,mlp,model.layers.5.mlp.gate_proj.weight,20.634483011844836,20.63562922553407,0.001146213689235509,2.4123718277347677e-05
muon_sft,Muon + SFT,5,up_proj,mlp,model.layers.5.mlp.up_proj.weight,8.094579137228608,8.094672244896568,9.310766795955772e-05,4.995431285100531e-06
muon_sft,Muon + SFT,5,k_proj,attn,model.layers.5.self_attn.k_proj.weight,22.35050954040556,22.35818601887652,0.00767647847095887,0.00014913663802729724
muon_sft,Muon + SFT,5,o_proj,attn,model.layers.5.self_attn.o_proj.weight,14934.50156341116,13264.970991666096,-1669.5305717450647,-0.05148442808550441
muon_sft,Muon + SFT,5,q_proj,attn,model.layers.5.self_attn.q_proj.weight,14969.234018258956,14827.798750178554,-141.43526808040224,-0.004122894938200888
muon_sft,Muon + SFT,5,v_proj,attn,model.layers.5.self_attn.v_proj.weight,3.3558693468749854,3.3556879153149173,-0.00018143156006811267,-2.3480310849380757e-05
muon_sft,Muon + SFT,6,down_proj,mlp,model.layers.6.mlp.down_proj.weight,9.162314837809912,9.162439113359191,0.00012427554927896267,5.890631375702902e-06
muon_sft,Muon + SFT,6,gate_proj,mlp,model.layers.6.mlp.gate_proj.weight,19.228406692239826,19.226693162101643,-0.0017135301381827617,-3.8703666712543794e-05
muon_sft,Muon + SFT,6,up_proj,mlp,model.layers.6.mlp.up_proj.weight,7.421489572866498,7.420595402538279,-0.0008941703282188129,-5.2328664138559825e-05
muon_sft,Muon + SFT,6,k_proj,attn,model.layers.6.self_attn.k_proj.weight,22.193674123897594,22.189600571506283,-0.0040735523913113525,-7.972018028861585e-05
muon_sft,Muon + SFT,6,o_proj,attn,model.layers.6.self_attn.o_proj.weight,70513.61868597266,91148.40178717715,20634.78310120449,0.11147605526598882
muon_sft,Muon + SFT,6,q_proj,attn,model.layers.6.self_attn.q_proj.weight,18604.75910456698,17433.07523914339,-1171.6838654235908,-0.028250046597972218
muon_sft,Muon + SFT,6,v_proj,attn,model.layers.6.self_attn.v_proj.weight,3.2802787964379356,3.2799071823841017,-0.0003716140538339019,-4.920285298967396e-05
muon_sft,Muon + SFT,7,down_proj,mlp,model.layers.7.mlp.down_proj.weight,7.967968298583799,7.9681229481650275,0.00015464958122812789,8.429100802519941e-06
muon_sft,Muon + SFT,7,gate_proj,mlp,model.layers.7.mlp.gate_proj.weight,16.82272426896548,16.82326647148388,0.0005422025183996482,1.3997243454769689e-05
muon_sft,Muon + SFT,7,up_proj,mlp,model.layers.7.mlp.up_proj.weight,8.451906164480205,8.450980845479092,-0.000925319001112257,-4.754938447472551e-05
muon_sft,Muon + SFT,7,k_proj,attn,model.layers.7.self_attn.k_proj.weight,30.442592542837964,30.43370186896883,-0.008890673869135668,-0.00012685301122630473
