experiment,experiment_label,layer,component,type,param_name,n_params,n_changed,n_unchanged,sparsity,n_changed_bf16,n_unchanged_bf16,sparsity_bf16
muon_rs,Muon + RS,16,o_proj,attn,model.layers.16.self_attn.o_proj.weight,2359296,2359147,149,6.315443250870523e-05,291543,2067753,0.876427968343099
muon_rs,Muon + RS,16,q_proj,attn,model.layers.16.self_attn.q_proj.weight,2359296,2349096,10200,0.00432332356770837,229449,2129847,0.902746836344401
muon_rs,Muon + RS,16,v_proj,attn,model.layers.16.self_attn.v_proj.weight,393216,393198,18,4.57763671875e-05,60280,332936,0.8467000325520834
muon_rs,Muon + RS,17,down_proj,mlp,model.layers.17.mlp.down_proj.weight,13762560,13761858,702,5.1007952008963464e-05,1973970,11788590,0.8565695626395089
muon_rs,Muon + RS,17,gate_proj,mlp,model.layers.17.mlp.gate_proj.weight,13762560,13758140,4420,0.0003211611793154656,1852913,11909647,0.8653656732468378
muon_rs,Muon + RS,17,up_proj,mlp,model.layers.17.mlp.up_proj.weight,13762560,13758777,3783,0.0002748761858258897,1808584,11953976,0.868586658296131
muon_rs,Muon + RS,17,k_proj,attn,model.layers.17.self_attn.k_proj.weight,393216,393196,20,5.086263020837034e-05,62169,331047,0.8418960571289062
muon_rs,Muon + RS,17,o_proj,attn,model.layers.17.self_attn.o_proj.weight,2359296,2359144,152,6.442599826383955e-05,290866,2068430,0.8767149183485243
muon_rs,Muon + RS,17,q_proj,attn,model.layers.17.self_attn.q_proj.weight,2359296,2359125,171,7.2479248046875e-05,245101,2114195,0.8961126539442275
muon_rs,Muon + RS,17,v_proj,attn,model.layers.17.self_attn.v_proj.weight,393216,393199,17,4.323323567712034e-05,63836,329380,0.8376566569010416
muon_rs,Muon + RS,18,down_proj,mlp,model.layers.18.mlp.down_proj.weight,13762560,13761841,719,5.224318731400501e-05,1938064,11824496,0.8591785249255952
muon_rs,Muon + RS,18,gate_proj,mlp,model.layers.18.mlp.gate_proj.weight,13762560,13759091,3469,0.00025206066313243625,1773001,11989559,0.8711721511114211
muon_rs,Muon + RS,18,up_proj,mlp,model.layers.18.mlp.up_proj.weight,13762560,13760302,2258,0.0001640683128720788,1802333,11960227,0.8690408615838914
muon_rs,Muon + RS,18,k_proj,attn,model.layers.18.self_attn.k_proj.weight,393216,393193,23,5.849202473962034e-05,58255,334961,0.8518498738606771
muon_rs,Muon + RS,18,o_proj,attn,model.layers.18.self_attn.o_proj.weight,2359296,2359149,147,6.230672200524534e-05,307642,2051654,0.8696043226453993
muon_rs,Muon + RS,18,q_proj,attn,model.layers.18.self_attn.q_proj.weight,2359296,2359081,215,9.112887912321455e-05,244885,2114411,0.8962042066786025
muon_rs,Muon + RS,18,v_proj,attn,model.layers.18.self_attn.v_proj.weight,393216,393198,18,4.57763671875e-05,81214,312002,0.7934621175130209
muon_rs,Muon + RS,19,down_proj,mlp,model.layers.19.mlp.down_proj.weight,13762560,13761879,681,4.9482073102624646e-05,1897131,11865429,0.8621527535574777
muon_rs,Muon + RS,19,gate_proj,mlp,model.layers.19.mlp.gate_proj.weight,13762560,13759803,2757,0.00020032610212050717,1744100,12018460,0.8732721237909227
muon_rs,Muon + RS,19,up_proj,mlp,model.layers.19.mlp.up_proj.weight,13762560,13760564,1996,0.00014503115699404656,1759166,12003394,0.8721774146670387
muon_rs,Muon + RS,19,k_proj,attn,model.layers.19.self_attn.k_proj.weight,393216,393196,20,5.086263020837034e-05,58495,334721,0.8512395222981771
muon_rs,Muon + RS,19,o_proj,attn,model.layers.19.self_attn.o_proj.weight,2359296,2359142,154,6.527370876741045e-05,273225,2086071,0.884192148844401
muon_rs,Muon + RS,19,q_proj,attn,model.layers.19.self_attn.q_proj.weight,2359296,2359134,162,6.866455078125e-05,268341,2090955,0.8862622578938802
muon_rs,Muon + RS,19,v_proj,attn,model.layers.19.self_attn.v_proj.weight,393216,393191,25,6.357828776037966e-05,54064,339152,0.8625081380208334
muon_rs,Muon + RS,2,down_proj,mlp,model.layers.2.mlp.down_proj.weight,13762560,13761881,679,4.933675130203152e-05,1939763,11822797,0.8590550740559896
muon_rs,Muon + RS,2,gate_proj,mlp,model.layers.2.mlp.gate_proj.weight,13762560,13760879,1681,0.00012214297340029656,1681552,12081008,0.8778169177827381
muon_rs,Muon + RS,2,up_proj,mlp,model.layers.2.mlp.up_proj.weight,13762560,13761313,1247,9.06081426711447e-05,1980001,11782559,0.856131344749814
muon_rs,Muon + RS,2,k_proj,attn,model.layers.2.self_attn.k_proj.weight,393216,392857,359,0.0009129842122396203,40165,353051,0.8978551228841146
muon_rs,Muon + RS,2,o_proj,attn,model.layers.2.self_attn.o_proj.weight,2359296,2359181,115,4.8743353949665114e-05,320751,2038545,0.8640480041503906
muon_rs,Muon + RS,2,q_proj,attn,model.layers.2.self_attn.q_proj.weight,2359296,2357561,1735,0.0007353888617621651,211546,2147750,0.9103351169162326
muon_rs,Muon + RS,2,v_proj,attn,model.layers.2.self_attn.v_proj.weight,393216,393200,16,4.069010416662966e-05,78284,314932,0.8009134928385416
muon_rs,Muon + RS,20,down_proj,mlp,model.layers.20.mlp.down_proj.weight,13762560,13761802,758,5.507696242557092e-05,1873648,11888912,0.8638590494791667
muon_rs,Muon + RS,20,gate_proj,mlp,model.layers.20.mlp.gate_proj.weight,13762560,13760796,1764,0.0001281738281250222,1750237,12012323,0.8728262038457961
muon_rs,Muon + RS,20,up_proj,mlp,model.layers.20.mlp.up_proj.weight,13762560,13760778,1782,0.00012948172433036031,1609969,12152591,0.8830182030087426
muon_rs,Muon + RS,20,k_proj,attn,model.layers.20.self_attn.k_proj.weight,393216,393102,114,0.0002899169921875,56138,337078,0.8572336832682291
muon_rs,Muon + RS,20,o_proj,attn,model.layers.20.self_attn.o_proj.weight,2359296,2359152,144,6.103515625e-05,271222,2088074,0.8850411309136285
muon_rs,Muon + RS,20,q_proj,attn,model.layers.20.self_attn.q_proj.weight,2359296,2358614,682,0.0002890692816840401,247556,2111740,0.8950720893012153
muon_rs,Muon + RS,20,v_proj,attn,model.layers.20.self_attn.v_proj.weight,393216,393193,23,5.849202473962034e-05,50147,343069,0.8724695841471354
muon_rs,Muon + RS,21,down_proj,mlp,model.layers.21.mlp.down_proj.weight,13762560,13761739,821,5.965459914436533e-05,1829498,11933062,0.8670670282273065
muon_rs,Muon + RS,21,gate_proj,mlp,model.layers.21.mlp.gate_proj.weight,13762560,13761342,1218,8.850097656254441e-05,1546260,12216300,0.8876473563058036
muon_rs,Muon + RS,21,up_proj,mlp,model.layers.21.mlp.up_proj.weight,13762560,13761584,976,7.091703869044341e-05,1592204,12170356,0.8843090239025297
muon_rs,Muon + RS,21,k_proj,attn,model.layers.21.self_attn.k_proj.weight,393216,393188,28,7.120768229162966e-05,55809,337407,0.8580703735351562
muon_rs,Muon + RS,21,o_proj,attn,model.layers.21.self_attn.o_proj.weight,2359296,2359141,155,6.569756401908489e-05,254236,2105060,0.8922407362196181
muon_rs,Muon + RS,21,q_proj,attn,model.layers.21.self_attn.q_proj.weight,2359296,2359091,205,8.689032660591511e-05,232492,2126804,0.9014570448133681
muon_rs,Muon + RS,21,v_proj,attn,model.layers.21.self_attn.v_proj.weight,393216,393200,16,4.069010416662966e-05,55083,338133,0.8599166870117188
muon_rs,Muon + RS,22,down_proj,mlp,model.layers.22.mlp.down_proj.weight,13762560,13761728,832,6.0453869047627506e-05,1763065,11999495,0.8718941098167783
muon_rs,Muon + RS,22,gate_proj,mlp,model.layers.22.mlp.gate_proj.weight,13762560,13760878,1682,0.00012221563430059312,1560864,12201696,0.8865862165178572
muon_rs,Muon + RS,22,up_proj,mlp,model.layers.22.mlp.up_proj.weight,13762560,13761341,1219,8.857363746284097e-05,1648338,12114222,0.8802302769252233
muon_rs,Muon + RS,22,k_proj,attn,model.layers.22.self_attn.k_proj.weight,393216,392991,225,0.00057220458984375,63921,329295,0.8374404907226562
muon_rs,Muon + RS,22,o_proj,attn,model.layers.22.self_attn.o_proj.weight,2359296,2359147,149,6.315443250870523e-05,254203,2105093,0.8922547234429253
muon_rs,Muon + RS,22,q_proj,attn,model.layers.22.self_attn.q_proj.weight,2359296,2358127,1169,0.0004954867892794645,277715,2081581,0.8822890387641059
muon_rs,Muon + RS,22,v_proj,attn,model.layers.22.self_attn.v_proj.weight,393216,393191,25,6.357828776037966e-05,57432,335784,0.85394287109375
muon_rs,Muon + RS,23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,13762560,13761685,875,6.357828776037966e-05,1729735,12032825,0.8743158976236979
muon_rs,Muon + RS,23,gate_proj,mlp,model.layers.23.mlp.gate_proj.weight,13762560,13757923,4637,0.00033692859468004155,1528832,12233728,0.8889136904761905
muon_rs,Muon + RS,23,up_proj,mlp,model.layers.23.mlp.up_proj.weight,13762560,13758619,3941,0.0002863566080729685,1588415,12174145,0.8845843360537574
muon_rs,Muon + RS,23,k_proj,attn,model.layers.23.self_attn.k_proj.weight,393216,393066,150,0.0003814697265625,59646,333570,0.8483123779296875
muon_rs,Muon + RS,23,o_proj,attn,model.layers.23.self_attn.o_proj.weight,2359296,2359131,165,6.993611653649534e-05,231370,2127926,0.901932610405816
muon_rs,Muon + RS,23,q_proj,attn,model.layers.23.self_attn.q_proj.weight,2359296,2358442,854,0.00036197238498258955,242998,2116298,0.8970040215386285
muon_rs,Muon + RS,23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,393216,393199,17,4.323323567712034e-05,56987,336229,0.8550745646158854
muon_rs,Muon + RS,24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,13762560,13761629,931,6.764729817709814e-05,1620546,12142014,0.8822496686662946
muon_rs,Muon + RS,24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,13762560,13757717,4843,0.0003518967401413553,1404651,12357909,0.8979367937360491
muon_rs,Muon + RS,24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,13762560,13758771,3789,0.00027531215122766906,1420980,12341580,0.8967503138950893
muon_rs,Muon + RS,24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,393216,393125,91,0.00023142496744787966,55455,337761,0.8589706420898438
muon_rs,Muon + RS,24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,2359296,2359117,179,7.587009006071455e-05,226562,2132734,0.9039705064561632
muon_rs,Muon + RS,24,q_proj,attn,model.layers.24.self_attn.q_proj.weight,2359296,2358811,485,0.00020556979709196455,241210,2118086,0.8977618747287326
muon_rs,Muon + RS,24,v_proj,attn,model.layers.24.self_attn.v_proj.weight,393216,393196,20,5.086263020837034e-05,50873,342343,0.8706232706705729
muon_rs,Muon + RS,25,down_proj,mlp,model.layers.25.mlp.down_proj.weight,13762560,13761455,1105,8.029029482892192e-05,1479133,12283427,0.8925248645600818
muon_rs,Muon + RS,25,gate_proj,mlp,model.layers.25.mlp.gate_proj.weight,13762560,13756985,5575,0.0004050845191592156,1509314,12253246,0.8903318859281995
muon_rs,Muon + RS,25,up_proj,mlp,model.layers.25.mlp.up_proj.weight,13762560,13757957,4603,0.00033445812406995845,1386483,12376077,0.8992568969726562
muon_rs,Muon + RS,25,k_proj,attn,model.layers.25.self_attn.k_proj.weight,393216,393054,162,0.0004119873046875,58200,335016,0.85198974609375
muon_rs,Muon + RS,25,o_proj,attn,model.layers.25.self_attn.o_proj.weight,2359296,2359095,201,8.519490559899534e-05,193255,2166041,0.9180878533257378
muon_rs,Muon + RS,25,q_proj,attn,model.layers.25.self_attn.q_proj.weight,2359296,2358205,1091,0.0004624260796440849,259776,2099520,0.889892578125
muon_rs,Muon + RS,25,v_proj,attn,model.layers.25.self_attn.v_proj.weight,393216,393182,34,8.646647135412966e-05,37645,355571,0.9042638142903646
muon_rs,Muon + RS,26,down_proj,mlp,model.layers.26.mlp.down_proj.weight,13762560,13761082,1478,0.0001073928106398725,1126010,12636550,0.918183099655878
muon_rs,Muon + RS,26,gate_proj,mlp,model.layers.26.mlp.gate_proj.weight,13762560,13754825,7735,0.0005620320638021203,1343671,12418889,0.9023676554361979
muon_rs,Muon + RS,26,up_proj,mlp,model.layers.26.mlp.up_proj.weight,13762560,13754676,7884,0.0005728585379464191,1114461,12648099,0.9190222603934152
muon_rs,Muon + RS,26,k_proj,attn,model.layers.26.self_attn.k_proj.weight,393216,393202,14,3.560384114587034e-05,74531,318685,0.8104578653971354
muon_rs,Muon + RS,26,o_proj,attn,model.layers.26.self_attn.o_proj.weight,2359296,2359084,212,8.985731336808023e-05,191370,2167926,0.9188868204752604
muon_rs,Muon + RS,26,q_proj,attn,model.layers.26.self_attn.q_proj.weight,2359296,2358887,409,0.00017335679796004477,162156,2197140,0.9312693277994791
muon_rs,Muon + RS,26,v_proj,attn,model.layers.26.self_attn.v_proj.weight,393216,393195,21,5.340576171875e-05,49638,343578,0.8737640380859375
muon_rs,Muon + RS,27,down_proj,mlp,model.layers.27.mlp.down_proj.weight,13762560,13760620,1940,0.00014096214657732808,1119116,12643444,0.9186840239025298
muon_rs,Muon + RS,27,gate_proj,mlp,model.layers.27.mlp.gate_proj.weight,13762560,13753407,9153,0.0006650652204240881,1154405,12608155,0.9161198933919271
muon_rs,Muon + RS,27,up_proj,mlp,model.layers.27.mlp.up_proj.weight,13762560,13751951,10609,0.0007708594912574362,901261,12861299,0.9345135643368676
muon_rs,Muon + RS,27,k_proj,attn,model.layers.27.self_attn.k_proj.weight,393216,393193,23,5.849202473962034e-05,59222,333994,0.8493906656901041
muon_rs,Muon + RS,27,o_proj,attn,model.layers.27.self_attn.o_proj.weight,2359296,2359088,208,8.816189236116045e-05,214579,2144717,0.909049563937717
muon_rs,Muon + RS,27,q_proj,attn,model.layers.27.self_attn.q_proj.weight,2359296,2359073,223,9.451972113716511e-05,242844,2116452,0.8970692952473959
muon_rs,Muon + RS,27,v_proj,attn,model.layers.27.self_attn.v_proj.weight,393216,393179,37,9.409586588537966e-05,33389,359827,0.9150873819986979
muon_rs,Muon + RS,3,down_proj,mlp,model.layers.3.mlp.down_proj.weight,13762560,13761923,637,4.628499348957593e-05,1966225,11796335,0.857132321312314
muon_rs,Muon + RS,3,gate_proj,mlp,model.layers.3.mlp.gate_proj.weight,13762560,13760893,1667,0.0001211257207961447,1682120,12080440,0.8777756463913691
muon_rs,Muon + RS,3,up_proj,mlp,model.layers.3.mlp.up_proj.weight,13762560,13761636,924,6.71386718750222e-05,1976975,11785585,0.8563512166341146
muon_rs,Muon + RS,3,k_proj,attn,model.layers.3.self_attn.k_proj.weight,393216,393186,30,7.62939453125e-05,48379,344837,0.8769658406575521
muon_rs,Muon + RS,3,o_proj,attn,model.layers.3.self_attn.o_proj.weight,2359296,2359147,149,6.315443250870523e-05,317658,2041638,0.8653589884440104
muon_rs,Muon + RS,3,q_proj,attn,model.layers.3.self_attn.q_proj.weight,2359296,2358401,895,0.00037935045030379477,231512,2127784,0.9018724229600694
muon_rs,Muon + RS,3,v_proj,attn,model.layers.3.self_attn.v_proj.weight,393216,393199,17,4.323323567712034e-05,70515,322701,0.8206710815429688
muon_rs,Muon + RS,4,down_proj,mlp,model.layers.4.mlp.down_proj.weight,13762560,13761912,648,4.708426339283811e-05,1998784,11763776,0.8547665550595238
muon_rs,Muon + RS,4,gate_proj,mlp,model.layers.4.mlp.gate_proj.weight,13762560,13761242,1318,9.57670665923116e-05,1674820,12087740,0.8783060709635416
muon_rs,Muon + RS,4,up_proj,mlp,model.layers.4.mlp.up_proj.weight,13762560,13761817,743,5.3987048921122494e-05,1984855,11777705,0.8557786487397694
muon_rs,Muon + RS,4,k_proj,attn,model.layers.4.self_attn.k_proj.weight,393216,393194,22,5.594889322912966e-05,50718,342498,0.8710174560546875
muon_rs,Muon + RS,4,o_proj,attn,model.layers.4.self_attn.o_proj.weight,2359296,2359156,140,5.933973524308023e-05,301679,2057617,0.8721317715115018
muon_rs,Muon + RS,4,q_proj,attn,model.layers.4.self_attn.q_proj.weight,2359296,2359074,222,9.409586588537966e-05,208525,2150771,0.9116155836317275
muon_rs,Muon + RS,4,v_proj,attn,model.layers.4.self_attn.v_proj.weight,393216,393204,12,3.0517578125e-05,61351,331865,0.8439763387044271
muon_rs,Muon + RS,5,down_proj,mlp,model.layers.5.mlp.down_proj.weight,13762560,13761885,675,4.9046107700845276e-05,2032484,11730076,0.852317882719494
muon_rs,Muon + RS,5,gate_proj,mlp,model.layers.5.mlp.gate_proj.weight,13762560,13759865,2695,0.00019582112630212034,1600981,12161579,0.8836712791806176
muon_rs,Muon + RS,5,up_proj,mlp,model.layers.5.mlp.up_proj.weight,13762560,13761336,1224,8.893694196432378e-05,1993430,11769130,0.8551555815197173
muon_rs,Muon + RS,5,k_proj,attn,model.layers.5.self_attn.k_proj.weight,393216,393157,59,0.00015004475911462034,52066,341150,0.8675893147786459
muon_rs,Muon + RS,5,o_proj,attn,model.layers.5.self_attn.o_proj.weight,2359296,2359186,110,4.6624077690959886e-05,316777,2042519,0.86573240492079
muon_rs,Muon + RS,5,q_proj,attn,model.layers.5.self_attn.q_proj.weight,2359296,2357707,1589,0.0006735059950087052,246201,2113095,0.8956464131673177
muon_rs,Muon + RS,5,v_proj,attn,model.layers.5.self_attn.v_proj.weight,393216,393201,15,3.814697265625e-05,69988,323228,0.8220113118489584
muon_rs,Muon + RS,6,down_proj,mlp,model.layers.6.mlp.down_proj.weight,13762560,13761890,670,4.868280319936247e-05,1990415,11772145,0.8553746541341146
muon_rs,Muon + RS,6,gate_proj,mlp,model.layers.6.mlp.gate_proj.weight,13762560,13761173,1387,0.00010078066871277436,1594000,12168560,0.8841785249255952
muon_rs,Muon + RS,6,up_proj,mlp,model.layers.6.mlp.up_proj.weight,13762560,13761826,734,5.333310081845344e-05,1950037,11812523,0.8583085559663318
muon_rs,Muon + RS,6,k_proj,attn,model.layers.6.self_attn.k_proj.weight,393216,393147,69,0.00017547607421875,50942,342274,0.8704477945963541
muon_rs,Muon + RS,6,o_proj,attn,model.layers.6.self_attn.o_proj.weight,2359296,2359175,121,5.128648546004477e-05,291968,2067328,0.8762478298611112
muon_rs,Muon + RS,6,q_proj,attn,model.layers.6.self_attn.q_proj.weight,2359296,2357986,1310,0.0005552503797743302,241051,2118245,0.8978292677137587
muon_rs,Muon + RS,6,v_proj,attn,model.layers.6.self_attn.v_proj.weight,393216,393197,19,4.831949869787966e-05,61002,332214,0.8448638916015625
muon_rs,Muon + RS,7,down_proj,mlp,model.layers.7.mlp.down_proj.weight,13762560,13761782,778,5.653018043150215e-05,1935045,11827515,0.8593978881835938
muon_rs,Muon + RS,7,gate_proj,mlp,model.layers.7.mlp.gate_proj.weight,13762560,13757647,4913,0.00035698300316222564,1713591,12048969,0.8754889351981027
muon_rs,Muon + RS,7,up_proj,mlp,model.layers.7.mlp.up_proj.weight,13762560,13759313,3247,0.0002359299432663775,1897543,11865017,0.862122817266555
muon_rs,Muon + RS,7,k_proj,attn,model.layers.7.self_attn.k_proj.weight,393216,393187,29,7.375081380212034e-05,48269,344947,0.8772455851236979
muon_rs,Muon + RS,7,o_proj,attn,model.layers.7.self_attn.o_proj.weight,2359296,2359137,159,6.739298502600466e-05,303983,2055313,0.8711552090115018
muon_rs,Muon + RS,7,q_proj,attn,model.layers.7.self_attn.q_proj.weight,2359296,2359114,182,7.714165581595989e-05,221590,2137706,0.9060779147677951
muon_rs,Muon + RS,7,v_proj,attn,model.layers.7.self_attn.v_proj.weight,393216,393200,16,4.069010416662966e-05,66589,326627,0.8306554158528646
muon_rs,Muon + RS,8,down_proj,mlp,model.layers.8.mlp.down_proj.weight,13762560,13761898,662,4.8101515996989974e-05,1993677,11768883,0.8551376342773438
muon_rs,Muon + RS,8,gate_proj,mlp,model.layers.8.mlp.gate_proj.weight,13762560,13761599,961,6.982712518599499e-05,1726349,12036211,0.8745619274321057
muon_rs,Muon + RS,8,up_proj,mlp,model.layers.8.mlp.up_proj.weight,13762560,13761918,642,4.664829799105874e-05,1928261,11834299,0.8598908197312127
muon_rs,Muon + RS,8,k_proj,attn,model.layers.8.self_attn.k_proj.weight,393216,393142,74,0.00018819173177087034,46354,346862,0.8821156819661459
muon_rs,Muon + RS,8,o_proj,attn,model.layers.8.self_attn.o_proj.weight,2359296,2359152,144,6.103515625e-05,293882,2065414,0.8754365709092882
muon_rs,Muon + RS,8,q_proj,attn,model.layers.8.self_attn.q_proj.weight,2359296,2358388,908,0.00038486056857633955,217808,2141488,0.9076809353298612
muon_rs,Muon + RS,8,v_proj,attn,model.layers.8.self_attn.v_proj.weight,393216,393204,12,3.0517578125e-05,61552,331664,0.8434651692708334
muon_rs,Muon + RS,9,down_proj,mlp,model.layers.9.mlp.down_proj.weight,13762560,13761903,657,4.7738211495507166e-05,1970660,11791900,0.8568100702194941
muon_rs,Muon + RS,9,gate_proj,mlp,model.layers.9.mlp.gate_proj.weight,13762560,13758130,4430,0.00032188778831843123,1737456,12025104,0.8737548828125
muon_rs,Muon + RS,9,up_proj,mlp,model.layers.9.mlp.up_proj.weight,13762560,13760174,2386,0.0001733689081101497,1902216,11860344,0.8617832728794643
muon_rs,Muon + RS,9,k_proj,attn,model.layers.9.self_attn.k_proj.weight,393216,393180,36,9.1552734375e-05,51480,341736,0.86907958984375
muon_rs,Muon + RS,9,o_proj,attn,model.layers.9.self_attn.o_proj.weight,2359296,2358350,946,0.00040096706814241045,296909,2062387,0.874153561062283
muon_rs,Muon + RS,9,q_proj,attn,model.layers.9.self_attn.q_proj.weight,2359296,2358421,875,0.0003708733452690849,203045,2156251,0.9139383104112413
muon_rs,Muon + RS,9,v_proj,attn,model.layers.9.self_attn.v_proj.weight,393216,393202,14,3.560384114587034e-05,69152,324064,0.8241373697916666
