experiment,experiment_label,layer,component,type,param_name,n_params,n_changed,n_unchanged,sparsity,n_changed_bf16,n_unchanged_bf16,sparsity_bf16
adamw_bf16,AdamW + BF16,27,down_proj,mlp,model.layers.27.mlp.down_proj.weight,13762560,297285,13465275,0.9783990042550224,297285,13465275,0.9783990042550224
adamw_bf16,AdamW + BF16,27,gate_proj,mlp,model.layers.27.mlp.gate_proj.weight,13762560,235184,13527376,0.9829113188244047,235184,13527376,0.9829113188244047
adamw_bf16,AdamW + BF16,27,up_proj,mlp,model.layers.27.mlp.up_proj.weight,13762560,244796,13517764,0.9822129022507441,244796,13517764,0.9822129022507441
adamw_bf16,AdamW + BF16,27,k_proj,attn,model.layers.27.self_attn.k_proj.weight,393216,10768,382448,0.9726155598958334,10768,382448,0.9726155598958334
adamw_bf16,AdamW + BF16,27,o_proj,attn,model.layers.27.self_attn.o_proj.weight,2359296,50401,2308895,0.9786372714572482,50401,2308895,0.9786372714572482
adamw_bf16,AdamW + BF16,27,q_proj,attn,model.layers.27.self_attn.q_proj.weight,2359296,61742,2297554,0.973830329047309,61742,2297554,0.973830329047309
adamw_bf16,AdamW + BF16,27,v_proj,attn,model.layers.27.self_attn.v_proj.weight,393216,5239,387977,0.9866765340169271,5239,387977,0.9866765340169271
adamw_bf16,AdamW + BF16,3,down_proj,mlp,model.layers.3.mlp.down_proj.weight,13762560,294446,13468114,0.9786052885509673,294446,13468114,0.9786052885509673
adamw_bf16,AdamW + BF16,3,gate_proj,mlp,model.layers.3.mlp.gate_proj.weight,13762560,244255,13518305,0.9822522117978051,244255,13518305,0.9822522117978051
adamw_bf16,AdamW + BF16,3,up_proj,mlp,model.layers.3.mlp.up_proj.weight,13762560,287345,13475215,0.9791212536039806,287345,13475215,0.9791212536039806
adamw_bf16,AdamW + BF16,3,k_proj,attn,model.layers.3.self_attn.k_proj.weight,393216,6932,386284,0.9823710123697916,6932,386284,0.9823710123697916
adamw_bf16,AdamW + BF16,3,o_proj,attn,model.layers.3.self_attn.o_proj.weight,2359296,59168,2300128,0.9749213324652778,59168,2300128,0.9749213324652778
adamw_bf16,AdamW + BF16,3,q_proj,attn,model.layers.3.self_attn.q_proj.weight,2359296,50826,2308470,0.9784571329752604,50826,2308470,0.9784571329752604
adamw_bf16,AdamW + BF16,3,v_proj,attn,model.layers.3.self_attn.v_proj.weight,393216,9913,383303,0.9747899373372396,9913,383303,0.9747899373372396
adamw_bf16,AdamW + BF16,4,down_proj,mlp,model.layers.4.mlp.down_proj.weight,13762560,299846,13462714,0.9782129196893601,299846,13462714,0.9782129196893601
adamw_bf16,AdamW + BF16,4,gate_proj,mlp,model.layers.4.mlp.gate_proj.weight,13762560,245698,13516862,0.9821473621186756,245698,13516862,0.9821473621186756
adamw_bf16,AdamW + BF16,4,up_proj,mlp,model.layers.4.mlp.up_proj.weight,13762560,291359,13471201,0.978829592750186,291359,13471201,0.978829592750186
adamw_bf16,AdamW + BF16,4,k_proj,attn,model.layers.4.self_attn.k_proj.weight,393216,7072,386144,0.9820149739583334,7072,386144,0.9820149739583334
adamw_bf16,AdamW + BF16,4,o_proj,attn,model.layers.4.self_attn.o_proj.weight,2359296,55517,2303779,0.9764688279893663,55517,2303779,0.9764688279893663
adamw_bf16,AdamW + BF16,4,q_proj,attn,model.layers.4.self_attn.q_proj.weight,2359296,47797,2311499,0.9797409905327691,47797,2311499,0.9797409905327691
adamw_bf16,AdamW + BF16,4,v_proj,attn,model.layers.4.self_attn.v_proj.weight,393216,8312,384904,0.9788614908854166,8312,384904,0.9788614908854166
adamw_bf16,AdamW + BF16,5,down_proj,mlp,model.layers.5.mlp.down_proj.weight,13762560,305826,13456734,0.9777784075055803,305826,13456734,0.9777784075055803
adamw_bf16,AdamW + BF16,5,gate_proj,mlp,model.layers.5.mlp.gate_proj.weight,13762560,237927,13524633,0.9827120099748884,237927,13524633,0.9827120099748884
adamw_bf16,AdamW + BF16,5,up_proj,mlp,model.layers.5.mlp.up_proj.weight,13762560,294638,13467922,0.9785913376581101,294638,13467922,0.9785913376581101
adamw_bf16,AdamW + BF16,5,k_proj,attn,model.layers.5.self_attn.k_proj.weight,393216,7385,385831,0.9812189737955729,7385,385831,0.9812189737955729
adamw_bf16,AdamW + BF16,5,o_proj,attn,model.layers.5.self_attn.o_proj.weight,2359296,57329,2301967,0.9757008022732205,57329,2301967,0.9757008022732205
adamw_bf16,AdamW + BF16,5,q_proj,attn,model.layers.5.self_attn.q_proj.weight,2359296,51374,2307922,0.978224860297309,51374,2307922,0.978224860297309
adamw_bf16,AdamW + BF16,5,v_proj,attn,model.layers.5.self_attn.v_proj.weight,393216,9894,383322,0.9748382568359375,9894,383322,0.9748382568359375
adamw_bf16,AdamW + BF16,6,down_proj,mlp,model.layers.6.mlp.down_proj.weight,13762560,300717,13461843,0.9781496320452009,300717,13461843,0.9781496320452009
adamw_bf16,AdamW + BF16,6,gate_proj,mlp,model.layers.6.mlp.gate_proj.weight,13762560,237491,13525069,0.9827436901274181,237491,13525069,0.9827436901274181
adamw_bf16,AdamW + BF16,6,up_proj,mlp,model.layers.6.mlp.up_proj.weight,13762560,291290,13471270,0.9788346063523066,291290,13471270,0.9788346063523066
adamw_bf16,AdamW + BF16,6,k_proj,attn,model.layers.6.self_attn.k_proj.weight,393216,6948,386268,0.982330322265625,6948,386268,0.982330322265625
adamw_bf16,AdamW + BF16,6,o_proj,attn,model.layers.6.self_attn.o_proj.weight,2359296,51745,2307551,0.978067609998915,51745,2307551,0.978067609998915
adamw_bf16,AdamW + BF16,6,q_proj,attn,model.layers.6.self_attn.q_proj.weight,2359296,49376,2309920,0.9790717230902778,49376,2309920,0.9790717230902778
adamw_bf16,AdamW + BF16,6,v_proj,attn,model.layers.6.self_attn.v_proj.weight,393216,8049,385167,0.9795303344726562,8049,385167,0.9795303344726562
adamw_bf16,AdamW + BF16,7,down_proj,mlp,model.layers.7.mlp.down_proj.weight,13762560,289781,13472779,0.9789442516508556,289781,13472779,0.9789442516508556
adamw_bf16,AdamW + BF16,7,gate_proj,mlp,model.layers.7.mlp.gate_proj.weight,13762560,252022,13510538,0.9816878545851935,252022,13510538,0.9816878545851935
adamw_bf16,AdamW + BF16,7,up_proj,mlp,model.layers.7.mlp.up_proj.weight,13762560,279126,13483434,0.9797184535435268,279126,13483434,0.9797184535435268
adamw_bf16,AdamW + BF16,7,k_proj,attn,model.layers.7.self_attn.k_proj.weight,393216,6772,386444,0.9827779134114584,6772,386444,0.9827779134114584
adamw_bf16,AdamW + BF16,7,o_proj,attn,model.layers.7.self_attn.o_proj.weight,2359296,55410,2303886,0.9765141805013021,55410,2303886,0.9765141805013021
adamw_bf16,AdamW + BF16,7,q_proj,attn,model.layers.7.self_attn.q_proj.weight,2359296,47230,2312066,0.9799813164605035,47230,2312066,0.9799813164605035
adamw_bf16,AdamW + BF16,7,v_proj,attn,model.layers.7.self_attn.v_proj.weight,393216,9166,384050,0.9766896565755209,9166,384050,0.9766896565755209
adamw_bf16,AdamW + BF16,8,down_proj,mlp,model.layers.8.mlp.down_proj.weight,13762560,300183,13462377,0.9781884329659598,300183,13462377,0.9781884329659598
adamw_bf16,AdamW + BF16,8,gate_proj,mlp,model.layers.8.mlp.gate_proj.weight,13762560,256880,13505680,0.9813348679315477,256880,13505680,0.9813348679315477
adamw_bf16,AdamW + BF16,8,up_proj,mlp,model.layers.8.mlp.up_proj.weight,13762560,284239,13478321,0.9793469383603051,284239,13478321,0.9793469383603051
adamw_bf16,AdamW + BF16,8,k_proj,attn,model.layers.8.self_attn.k_proj.weight,393216,6289,386927,0.9840062459309896,6289,386927,0.9840062459309896
adamw_bf16,AdamW + BF16,8,o_proj,attn,model.layers.8.self_attn.o_proj.weight,2359296,53907,2305389,0.9771512349446615,53907,2305389,0.9771512349446615
adamw_bf16,AdamW + BF16,8,q_proj,attn,model.layers.8.self_attn.q_proj.weight,2359296,45340,2313956,0.9807824028862847,45340,2313956,0.9807824028862847
adamw_bf16,AdamW + BF16,8,v_proj,attn,model.layers.8.self_attn.v_proj.weight,393216,8347,384869,0.9787724812825521,8347,384869,0.9787724812825521
adamw_bf16,AdamW + BF16,9,down_proj,mlp,model.layers.9.mlp.down_proj.weight,13762560,294797,13467763,0.9785797845749628,294797,13467763,0.9785797845749628
adamw_bf16,AdamW + BF16,9,gate_proj,mlp,model.layers.9.mlp.gate_proj.weight,13762560,257956,13504604,0.9812566848028274,257956,13504604,0.9812566848028274
adamw_bf16,AdamW + BF16,9,up_proj,mlp,model.layers.9.mlp.up_proj.weight,13762560,280314,13482246,0.9796321323939732,280314,13482246,0.9796321323939732
adamw_bf16,AdamW + BF16,9,k_proj,attn,model.layers.9.self_attn.k_proj.weight,393216,8215,385001,0.9791081746419271,8215,385001,0.9791081746419271
adamw_bf16,AdamW + BF16,9,o_proj,attn,model.layers.9.self_attn.o_proj.weight,2359296,62421,2296875,0.9735425313313802,62421,2296875,0.9735425313313802
adamw_bf16,AdamW + BF16,9,q_proj,attn,model.layers.9.self_attn.q_proj.weight,2359296,50066,2309230,0.9787792629665799,50066,2309230,0.9787792629665799
adamw_bf16,AdamW + BF16,9,v_proj,attn,model.layers.9.self_attn.v_proj.weight,393216,11462,381754,0.9708506266276041,11462,381754,0.9708506266276041
muon_fp32,Muon + FP32,-1,embed,embed,model.embed_tokens.weight,233373696,86674402,146699294,0.6286025225396439,2874228,230499468,0.98768401045506
muon_fp32,Muon + FP32,0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,13762560,13761810,750,5.4495675223198425e-05,1677409,12085151,0.8781179518926712
muon_fp32,Muon + FP32,0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,13762560,13740584,21976,0.0015967959449404434,1242144,12520416,0.9097446986607143
muon_fp32,Muon + FP32,0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,13762560,13747853,14707,0.001068623860677076,1474750,12287810,0.8928433372860863
muon_fp32,Muon + FP32,0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,393216,393163,53,0.00013478597005212034,25807,367409,0.9343694051106771
muon_fp32,Muon + FP32,0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,2359296,2359140,156,6.612141927087034e-05,300888,2058408,0.872467041015625
muon_fp32,Muon + FP32,0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,2359296,2049341,309955,0.1313760545518663,127904,2231392,0.9457872178819444
muon_fp32,Muon + FP32,0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,393216,393198,18,4.57763671875e-05,68373,324843,0.8261184692382812
muon_fp32,Muon + FP32,1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,13762560,13761132,1428,0.00010375976562504441,956301,12806259,0.9305143083844866
muon_fp32,Muon + FP32,1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,13762560,13756478,6082,0.0004419235956101275,1499571,12262989,0.8910398210797991
muon_fp32,Muon + FP32,1,up_proj,mlp,model.layers.1.mlp.up_proj.weight,13762560,13757271,5289,0.0003843035016740659,1760046,12002514,0.8721134730747768
muon_fp32,Muon + FP32,1,k_proj,attn,model.layers.1.self_attn.k_proj.weight,393216,393153,63,0.00016021728515625,27735,365481,0.9294662475585938
muon_fp32,Muon + FP32,1,o_proj,attn,model.layers.1.self_attn.o_proj.weight,2359296,2359152,144,6.103515625e-05,272829,2086467,0.8843599955240885
muon_fp32,Muon + FP32,1,q_proj,attn,model.layers.1.self_attn.q_proj.weight,2359296,2358757,539,0.00022845798068571455,149169,2210127,0.936773935953776
muon_fp32,Muon + FP32,1,v_proj,attn,model.layers.1.self_attn.v_proj.weight,393216,393186,30,7.62939453125e-05,69238,323978,0.8239186604817709
muon_fp32,Muon + FP32,10,down_proj,mlp,model.layers.10.mlp.down_proj.weight,13762560,13761825,735,5.340576171875e-05,1810210,11952350,0.868468511672247
muon_fp32,Muon + FP32,10,gate_proj,mlp,model.layers.10.mlp.gate_proj.weight,13762560,13756622,5938,0.0004314604259673116,1605463,12157097,0.8833456130254836
muon_fp32,Muon + FP32,10,up_proj,mlp,model.layers.10.mlp.up_proj.weight,13762560,13757904,4656,0.0003383091517856762,1723348,12039212,0.8747799827938988
muon_fp32,Muon + FP32,10,k_proj,attn,model.layers.10.self_attn.k_proj.weight,393216,393185,31,7.883707682287966e-05,45847,347369,0.8834050496419271
muon_fp32,Muon + FP32,10,o_proj,attn,model.layers.10.self_attn.o_proj.weight,2359296,2359141,155,6.569756401908489e-05,289496,2069800,0.8772956000434028
muon_fp32,Muon + FP32,10,q_proj,attn,model.layers.10.self_attn.q_proj.weight,2359296,2359127,169,7.163153754341511e-05,235479,2123817,0.9001909891764323
muon_fp32,Muon + FP32,10,v_proj,attn,model.layers.10.self_attn.v_proj.weight,393216,393197,19,4.831949869787966e-05,50185,343031,0.8723729451497396
muon_fp32,Muon + FP32,11,down_proj,mlp,model.layers.11.mlp.down_proj.weight,13762560,13761822,738,5.3623744419639685e-05,1843048,11919512,0.8660824730282738
muon_fp32,Muon + FP32,11,gate_proj,mlp,model.layers.11.mlp.gate_proj.weight,13762560,13761613,947,6.880987258184312e-05,1615148,12147412,0.8826418922061012
muon_fp32,Muon + FP32,11,up_proj,mlp,model.layers.11.mlp.up_proj.weight,13762560,13761812,748,5.43503534226053e-05,1717913,12044647,0.8751748947870164
muon_fp32,Muon + FP32,11,k_proj,attn,model.layers.11.self_attn.k_proj.weight,393216,393187,29,7.375081380212034e-05,41008,352208,0.8957112630208334
muon_fp32,Muon + FP32,11,o_proj,attn,model.layers.11.self_attn.o_proj.weight,2359296,2359144,152,6.442599826383955e-05,294428,2064868,0.8752051459418403
muon_fp32,Muon + FP32,11,q_proj,attn,model.layers.11.self_attn.q_proj.weight,2359296,2359130,166,7.035997178816977e-05,213521,2145775,0.9094980027940538
muon_fp32,Muon + FP32,11,v_proj,attn,model.layers.11.self_attn.v_proj.weight,393216,393186,30,7.62939453125e-05,47501,345715,0.8791987101236979
muon_fp32,Muon + FP32,12,down_proj,mlp,model.layers.12.mlp.down_proj.weight,13762560,13761859,701,5.09352911086669e-05,1875720,11886840,0.86370849609375
muon_fp32,Muon + FP32,12,gate_proj,mlp,model.layers.12.mlp.gate_proj.weight,13762560,13760068,2492,0.00018107096354169627,1571753,12190807,0.8857950119745164
muon_fp32,Muon + FP32,12,up_proj,mlp,model.layers.12.mlp.up_proj.weight,13762560,13761242,1318,9.57670665923116e-05,1745831,12016729,0.8731463477725074
muon_fp32,Muon + FP32,12,k_proj,attn,model.layers.12.self_attn.k_proj.weight,393216,393189,27,6.866455078125e-05,44760,348456,0.88616943359375
muon_fp32,Muon + FP32,12,o_proj,attn,model.layers.12.self_attn.o_proj.weight,2359296,2359154,142,6.0187445746540114e-05,280711,2078585,0.8810191684299045
muon_fp32,Muon + FP32,12,q_proj,attn,model.layers.12.self_attn.q_proj.weight,2359296,2359104,192,8.138020833337034e-05,226935,2132361,0.9038124084472656
muon_fp32,Muon + FP32,12,v_proj,attn,model.layers.12.self_attn.v_proj.weight,393216,393185,31,7.883707682287966e-05,46790,346426,0.8810068766276041
muon_fp32,Muon + FP32,13,down_proj,mlp,model.layers.13.mlp.down_proj.weight,13762560,13761839,721,5.2388509114598136e-05,1842715,11919845,0.8661066691080729
muon_fp32,Muon + FP32,13,gate_proj,mlp,model.layers.13.mlp.gate_proj.weight,13762560,13761545,1015,7.375081380212034e-05,1661554,12101006,0.8792699904668899
muon_fp32,Muon + FP32,13,up_proj,mlp,model.layers.13.mlp.up_proj.weight,13762560,13761824,736,5.347842261904656e-05,1723352,12039208,0.8747796921502976
muon_fp32,Muon + FP32,13,k_proj,attn,model.layers.13.self_attn.k_proj.weight,393216,393186,30,7.62939453125e-05,40759,352457,0.8963445027669271
muon_fp32,Muon + FP32,13,o_proj,attn,model.layers.13.self_attn.o_proj.weight,2359296,2359163,133,5.6372748480915114e-05,294781,2064515,0.8750555250379775
muon_fp32,Muon + FP32,13,q_proj,attn,model.layers.13.self_attn.q_proj.weight,2359296,2359087,209,8.858574761283489e-05,212840,2146456,0.9097866482204862
muon_fp32,Muon + FP32,13,v_proj,attn,model.layers.13.self_attn.v_proj.weight,393216,393186,30,7.62939453125e-05,49513,343703,0.8740819295247396
muon_fp32,Muon + FP32,14,down_proj,mlp,model.layers.14.mlp.down_proj.weight,13762560,13761831,729,5.296979631697063e-05,1853987,11908573,0.8652876354399182
muon_fp32,Muon + FP32,14,gate_proj,mlp,model.layers.14.mlp.gate_proj.weight,13762560,13761730,830,6.030854724703438e-05,1724251,12038309,0.8747143700009301
muon_fp32,Muon + FP32,14,up_proj,mlp,model.layers.14.mlp.up_proj.weight,13762560,13761808,752,5.464099702379155e-05,1724046,12038514,0.874729265485491
muon_fp32,Muon + FP32,14,k_proj,attn,model.layers.14.self_attn.k_proj.weight,393216,393078,138,0.0003509521484375,52636,340580,0.8661397298177084
muon_fp32,Muon + FP32,14,o_proj,attn,model.layers.14.self_attn.o_proj.weight,2359296,2357152,2144,0.0009087456597222099,286268,2073028,0.8786638047960069
muon_fp32,Muon + FP32,14,q_proj,attn,model.layers.14.self_attn.q_proj.weight,2359296,2357023,2273,0.0009634229871962052,206883,2152413,0.9123115539550781
muon_fp32,Muon + FP32,14,v_proj,attn,model.layers.14.self_attn.v_proj.weight,393216,393192,24,6.103515625e-05,56573,336643,0.8561274210611979
muon_fp32,Muon + FP32,15,down_proj,mlp,model.layers.15.mlp.down_proj.weight,13762560,13761803,757,5.500430152527436e-05,1833267,11929293,0.8667931692940848
muon_fp32,Muon + FP32,15,gate_proj,mlp,model.layers.15.mlp.gate_proj.weight,13762560,13756574,5986,0.00043494814918154656,1667063,12095497,0.8788697015671503
muon_fp32,Muon + FP32,15,up_proj,mlp,model.layers.15.mlp.up_proj.weight,13762560,13757073,5487,0.00039869035993300717,1672853,12089707,0.8784489949544271
muon_fp32,Muon + FP32,15,k_proj,attn,model.layers.15.self_attn.k_proj.weight,393216,393177,39,9.918212890625e-05,51489,341727,0.8690567016601562
muon_fp32,Muon + FP32,15,o_proj,attn,model.layers.15.self_attn.o_proj.weight,2359296,2359139,157,6.654527452254477e-05,274435,2084861,0.8836792839898003
muon_fp32,Muon + FP32,15,q_proj,attn,model.layers.15.self_attn.q_proj.weight,2359296,2359085,211,8.943345811629477e-05,229701,2129595,0.9026400248209635
muon_fp32,Muon + FP32,15,v_proj,attn,model.layers.15.self_attn.v_proj.weight,393216,393183,33,8.392333984375e-05,43545,349671,0.8892593383789062
muon_fp32,Muon + FP32,16,down_proj,mlp,model.layers.16.mlp.down_proj.weight,13762560,13761814,746,5.420503162201218e-05,1791415,11971145,0.8698341732933408
muon_fp32,Muon + FP32,16,gate_proj,mlp,model.layers.16.mlp.gate_proj.weight,13762560,13761617,943,6.851922898065688e-05,1708898,12053662,0.8758299328031994
muon_fp32,Muon + FP32,16,up_proj,mlp,model.layers.16.mlp.up_proj.weight,13762560,13761835,725,5.267915271578438e-05,1700022,12062538,0.876474870954241
muon_fp32,Muon + FP32,16,k_proj,attn,model.layers.16.self_attn.k_proj.weight,393216,393180,36,9.1552734375e-05,40570,352646,0.8968251546223959
muon_fp32,Muon + FP32,16,o_proj,attn,model.layers.16.self_attn.o_proj.weight,2359296,2359142,154,6.527370876741045e-05,282362,2076934,0.8803193834092882
muon_fp32,Muon + FP32,16,q_proj,attn,model.layers.16.self_attn.q_proj.weight,2359296,2292589,66707,0.028274112277560715,216432,2142864,0.90826416015625
muon_fp32,Muon + FP32,16,v_proj,attn,model.layers.16.self_attn.v_proj.weight,393216,393180,36,9.1552734375e-05,44538,348678,0.8867340087890625
muon_fp32,Muon + FP32,17,down_proj,mlp,model.layers.17.mlp.down_proj.weight,13762560,13761832,728,5.289713541667407e-05,1769965,11992595,0.8713927496047247
muon_fp32,Muon + FP32,17,gate_proj,mlp,model.layers.17.mlp.gate_proj.weight,13762560,13758946,3614,0.0002625964936755487,1698338,12064222,0.8765972319103422
muon_fp32,Muon + FP32,17,up_proj,mlp,model.layers.17.mlp.up_proj.weight,13762560,13760015,2545,0.00018492199125741404,1688913,12073647,0.8772820608956473
muon_fp32,Muon + FP32,17,k_proj,attn,model.layers.17.self_attn.k_proj.weight,393216,393191,25,6.357828776037966e-05,51084,342132,0.870086669921875
muon_fp32,Muon + FP32,17,o_proj,attn,model.layers.17.self_attn.o_proj.weight,2359296,2359147,149,6.315443250870523e-05,274995,2084301,0.8834419250488281
muon_fp32,Muon + FP32,17,q_proj,attn,model.layers.17.self_attn.q_proj.weight,2359296,2359122,174,7.375081380212034e-05,236733,2122563,0.8996594746907552
muon_fp32,Muon + FP32,17,v_proj,attn,model.layers.17.self_attn.v_proj.weight,393216,393193,23,5.849202473962034e-05,49397,343819,0.8743769327799479
muon_fp32,Muon + FP32,18,down_proj,mlp,model.layers.18.mlp.down_proj.weight,13762560,13761762,798,5.798339843754441e-05,1754656,12007904,0.872505115327381
muon_fp32,Muon + FP32,18,gate_proj,mlp,model.layers.18.mlp.gate_proj.weight,13762560,13759793,2767,0.00020105271112347278,1642038,12120522,0.8806880405970983
muon_fp32,Muon + FP32,18,up_proj,mlp,model.layers.18.mlp.up_proj.weight,13762560,13760808,1752,0.00012730189732146346,1690124,12072436,0.877194068545387
muon_fp32,Muon + FP32,18,k_proj,attn,model.layers.18.self_attn.k_proj.weight,393216,393186,30,7.62939453125e-05,45223,347993,0.8849919637044271
muon_fp32,Muon + FP32,18,o_proj,attn,model.layers.18.self_attn.o_proj.weight,2359296,2359163,133,5.6372748480915114e-05,286930,2072366,0.8783832126193576
muon_fp32,Muon + FP32,18,q_proj,attn,model.layers.18.self_attn.q_proj.weight,2359296,2359108,188,7.968478732633955e-05,241475,2117821,0.8976495530870225
muon_fp32,Muon + FP32,18,v_proj,attn,model.layers.18.self_attn.v_proj.weight,393216,393199,17,4.323323567712034e-05,60995,332221,0.8448816935221354
muon_fp32,Muon + FP32,19,down_proj,mlp,model.layers.19.mlp.down_proj.weight,13762560,13761751,809,5.878266834080659e-05,1720415,12042145,0.8749930972144717
muon_fp32,Muon + FP32,19,gate_proj,mlp,model.layers.19.mlp.gate_proj.weight,13762560,13760387,2173,0.00015789213634676003,1607725,12154835,0.8831812540690104
muon_fp32,Muon + FP32,19,up_proj,mlp,model.layers.19.mlp.up_proj.weight,13762560,13761164,1396,0.00010143461681544341,1632281,12130279,0.8813969930013021
muon_fp32,Muon + FP32,19,k_proj,attn,model.layers.19.self_attn.k_proj.weight,393216,393192,24,6.103515625e-05,47639,345577,0.8788477579752604
muon_fp32,Muon + FP32,19,o_proj,attn,model.layers.19.self_attn.o_proj.weight,2359296,2359139,157,6.654527452254477e-05,253679,2105617,0.892476823594835
muon_fp32,Muon + FP32,19,q_proj,attn,model.layers.19.self_attn.q_proj.weight,2359296,2359136,160,6.781684027779011e-05,251796,2107500,0.8932749430338541
muon_fp32,Muon + FP32,19,v_proj,attn,model.layers.19.self_attn.v_proj.weight,393216,393183,33,8.392333984375e-05,40804,352412,0.8962300618489584
muon_fp32,Muon + FP32,2,down_proj,mlp,model.layers.2.mlp.down_proj.weight,13762560,13761834,726,5.2751813616080945e-05,1795063,11967497,0.869569106329055
muon_fp32,Muon + FP32,2,gate_proj,mlp,model.layers.2.mlp.gate_proj.weight,13762560,13760552,2008,0.0001459030877976053,1533609,12228951,0.8885665893554687
muon_fp32,Muon + FP32,2,up_proj,mlp,model.layers.2.mlp.up_proj.weight,13762560,13761195,1365,9.918212890625e-05,1796530,11966030,0.8694625127883184
muon_fp32,Muon + FP32,2,k_proj,attn,model.layers.2.self_attn.k_proj.weight,393216,392730,486,0.0012359619140625,33733,359483,0.9142125447591146
muon_fp32,Muon + FP32,2,o_proj,attn,model.layers.2.self_attn.o_proj.weight,2359296,2359164,132,5.594889322912966e-05,291343,2067953,0.8765127393934462
muon_fp32,Muon + FP32,2,q_proj,attn,model.layers.2.self_attn.q_proj.weight,2359296,2357091,2205,0.000934600830078125,188474,2170822,0.9201143052842882
muon_fp32,Muon + FP32,2,v_proj,attn,model.layers.2.self_attn.v_proj.weight,393216,393198,18,4.57763671875e-05,64726,328490,0.8353932698567709
muon_fp32,Muon + FP32,20,down_proj,mlp,model.layers.20.mlp.down_proj.weight,13762560,13761692,868,6.306966145830373e-05,1700001,12062559,0.8764763968331473
muon_fp32,Muon + FP32,20,gate_proj,mlp,model.layers.20.mlp.gate_proj.weight,13762560,13760232,2328,0.0001691545758928381,1611757,12150803,0.8828882853190104
muon_fp32,Muon + FP32,20,up_proj,mlp,model.layers.20.mlp.up_proj.weight,13762560,13761057,1503,0.00010920933314728654,1590927,12171633,0.8844018118722098
muon_fp32,Muon + FP32,20,k_proj,attn,model.layers.20.self_attn.k_proj.weight,393216,393072,144,0.0003662109375,47156,346060,0.8800760904947916
muon_fp32,Muon + FP32,20,o_proj,attn,model.layers.20.self_attn.o_proj.weight,2359296,2359153,143,6.0611300998214546e-05,256194,2103102,0.8914108276367188
muon_fp32,Muon + FP32,20,q_proj,attn,model.layers.20.self_attn.q_proj.weight,2359296,2358557,739,0.00031322903103303545,242876,2116420,0.8970557318793403
muon_fp32,Muon + FP32,20,v_proj,attn,model.layers.20.self_attn.v_proj.weight,393216,393179,37,9.409586588537966e-05,39568,353648,0.8993733723958334
muon_fp32,Muon + FP32,21,down_proj,mlp,model.layers.21.mlp.down_proj.weight,13762560,13761696,864,6.277901785711748e-05,1680055,12082505,0.8779256911504836
muon_fp32,Muon + FP32,21,gate_proj,mlp,model.layers.21.mlp.gate_proj.weight,13762560,13761412,1148,8.341471354167407e-05,1485507,12277053,0.8920617239815848
muon_fp32,Muon + FP32,21,up_proj,mlp,model.layers.21.mlp.up_proj.weight,13762560,13761581,979,7.11350213913331e-05,1515055,12247505,0.8899147396995908
muon_fp32,Muon + FP32,21,k_proj,attn,model.layers.21.self_attn.k_proj.weight,393216,393197,19,4.831949869787966e-05,47371,345845,0.8795293172200521
muon_fp32,Muon + FP32,21,o_proj,attn,model.layers.21.self_attn.o_proj.weight,2359296,2359111,185,7.841322157120523e-05,249105,2110191,0.894415537516276
muon_fp32,Muon + FP32,21,q_proj,attn,model.layers.21.self_attn.q_proj.weight,2359296,2359068,228,9.663899739587034e-05,224039,2135257,0.9050398932562934
muon_fp32,Muon + FP32,21,v_proj,attn,model.layers.21.self_attn.v_proj.weight,393216,393191,25,6.357828776037966e-05,42470,350746,0.8919932047526041
muon_fp32,Muon + FP32,22,down_proj,mlp,model.layers.22.mlp.down_proj.weight,13762560,13761712,848,6.16164434523725e-05,1622887,12139673,0.8820795694986979
muon_fp32,Muon + FP32,22,gate_proj,mlp,model.layers.22.mlp.gate_proj.weight,13762560,13760676,1884,0.00013689313616072063,1439202,12323358,0.895426286969866
muon_fp32,Muon + FP32,22,up_proj,mlp,model.layers.22.mlp.up_proj.weight,13762560,13761299,1261,9.162539527529656e-05,1526632,12235928,0.8890735444568453
muon_fp32,Muon + FP32,22,k_proj,attn,model.layers.22.self_attn.k_proj.weight,393216,393001,215,0.0005467732747396203,58310,334906,0.8517100016276041
muon_fp32,Muon + FP32,22,o_proj,attn,model.layers.22.self_attn.o_proj.weight,2359296,2359110,186,7.883707682287966e-05,232138,2127158,0.9016070895724826
muon_fp32,Muon + FP32,22,q_proj,attn,model.layers.22.self_attn.q_proj.weight,2359296,2358023,1273,0.0005395677354600448,252381,2106915,0.8930269877115885
muon_fp32,Muon + FP32,22,v_proj,attn,model.layers.22.self_attn.v_proj.weight,393216,393187,29,7.375081380212034e-05,47635,345581,0.8788579305013021
muon_fp32,Muon + FP32,23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,13762560,13761644,916,6.655738467264971e-05,1598747,12163813,0.8838336036318825
