experiment,experiment_label,layer,component,type,param_name,frobenius_norm,spectral_norm,nuclear_norm,effective_rank,stable_rank,spectral_entropy,gini_coefficient,rank_90,rank_95,rank_99,sv_at_rank_90,sv_at_rank_95,sv_at_rank_99,sv_sum_at_rank_90,sv_sum_at_rank_95,sv_sum_at_rank_99,top1_energy,top5_energy,top10_energy,top50_energy,num_sv
adamw_grpo_fp32,AdamW + GRPO (FP32),-1,embed,embed,model.embed_tokens.weight,0.11856635990276508,0.1067194789648056,1.2744080052070785,115.5297964050906,1.2343422119011058,0.17621195374176418,0.41382428526522386,5,72,748,0.009531310759484768,0.001680974499322474,0.0005583821912296116,0.17151682451367378,0.35898878588341177,0.9472287549288012,0.8101481018459401,0.9029503141073512,0.920664645182445,0.9449366166498829,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,0.049535949408002294,0.018843982368707657,1.1019863062829245,494.8931167482777,6.910279343318042,0.6482804865050539,0.44019261644826124,333,609,1176,0.000811332487501204,0.0005458457162603736,0.0003086315409746021,0.5934855234227143,0.7760632952558808,1.0087330291571561,0.14471195017129942,0.3670499598471089,0.48338441438987517,0.7109685576505784,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,0.04971168264698779,0.021272871643304825,1.0085525496979244,411.60452107858856,5.46090583162076,0.6125702896984654,0.4948078351249634,230,443,1027,0.0009649544954299927,0.0006011117366142571,0.00027666782261803746,0.5034867385984398,0.6641213048133068,0.898015365266474,0.18311980298389557,0.39468102704934094,0.5228475447612624,0.7445107896780777,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,0.05021061287358341,0.021996887400746346,0.979755269449015,380.7537339275122,5.210370201683906,0.5938888439392143,0.5057408344289516,199,399,986,0.001014924724586308,0.0006202608929015696,0.0002722390054259449,0.4705026727169752,0.6276727440417744,0.863941091200104,0.191924942238618,0.4210586279634103,0.5485715285118326,0.7647776480991145,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,0.00833569592986049,0.0043639871291816235,0.0689513061697653,68.42286691383185,3.6485206275102255,0.5381359345516584,0.5234774124586747,35,69,162,0.00040581150096841156,0.0002476308145560324,0.00011844262917293236,0.03485628782073036,0.045452486287103966,0.061194689325930085,0.2740836909239038,0.6667600630447227,0.7752288672191028,0.9288707809361101,256
adamw_grpo_fp32,AdamW + GRPO (FP32),0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,0.02129333860671063,0.010888753458857536,0.33378196819173667,245.7187072661029,3.8241171762897386,0.5210916762051562,0.6398903815917982,112,232,599,0.0005613664397969842,0.00033762110979296267,0.0001397004962200299,0.14942842919845134,0.2008275992993731,0.2797975904250052,0.2614982632331959,0.5046059696307645,0.6361445109063593,0.8310827982075383,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,0.018712022559320834,0.01062996219843626,0.2728616218873681,212.63925779153595,3.0986892432673763,0.48506210863664995,0.6732810253608599,95,200,537,0.0005404466646723449,0.0003127884410787374,0.00012680116924457252,0.11897414980921894,0.16131292647332884,0.22762894845800474,0.32271709793834047,0.5661917290514188,0.671549590370727,0.8456327568065607,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,0.008716242684962665,0.004031161777675152,0.08625263024441665,97.92330609754022,4.675178235213497,0.63565927384144,0.43563858333261685,67,116,205,0.0003346096782479435,0.00023359070473816246,0.0001415396254742518,0.050451354996766895,0.06393962854053825,0.08012330729980022,0.21389558850783233,0.556842291137451,0.6769042736676425,0.8717358013681386,256
adamw_grpo_fp32,AdamW + GRPO (FP32),1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,0.04936619592989758,0.01600591093301773,1.1426930045709014,535.7964258989738,9.512584625820525,0.6764772186549922,0.4338423761832735,372,653,1201,0.0007955373730510473,0.0005454833735711873,0.0003167768591083586,0.6409494823310524,0.8247921568108723,1.052948195982026,0.10512390053126526,0.32362487195373574,0.43852214836535097,0.684169360931109,1536
adamw_grpo_fp32,AdamW + GRPO (FP32),1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,0.04942256357730294,0.017349131405353546,1.085804564965656,482.67275899550714,8.115122212174633,0.6506857462274171,0.45585588885790096,305,569,1148,0.0008424566476605833,0.0005489005125127733,0.0003012194356415421,0.5773297731066123,0.7554053386556916,0.9896250713791233,0.12322673323388275,0.35291068144640364,0.47909682395630654,0.7094897159716533,1536
