experiment,experiment_label,layer,component,type,param_name,n_params,n_changed,n_unchanged,sparsity,n_changed_bf16,n_unchanged_bf16,sparsity_bf16,n_changed_thresh,sparsity_thresh,n_changed_bf16_thresh,sparsity_bf16_thresh
adamw_grpo_mixed,AdamW + GRPO (Mixed),23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,393216,393207,9,2.288818359375e-05,81936,311280,0.7916259765625,225891,0.42552947998046875,71119,0.8191350301106771
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,13762560,13762070,490,3.560384114587034e-05,2682976,11079584,0.8050525483630953,7610414,0.44702046712239585,2296173,0.8331580025809152
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,13762560,13762076,484,3.516787574409097e-05,2215483,11547077,0.83902101062593,6891282,0.49927324567522324,1811595,0.8683678763253349
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,13762560,13762088,472,3.429594494042121e-05,2418461,11344099,0.8242724464053199,7300545,0.46953582763671875,2032767,0.8522973196847098
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,393216,393201,15,3.814697265625e-05,67853,325363,0.8274408976236979,204702,0.4794158935546875,56124,0.857269287109375
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,2359296,2359212,84,3.560384114587034e-05,446814,1912482,0.8106155395507812,1326212,0.43787807888454866,385280,0.8366970486111112
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,q_proj,attn,model.layers.24.self_attn.q_proj.weight,2359296,2359205,91,3.8570827908035454e-05,422571,1936725,0.8208910624186198,1202265,0.4904136657714844,346793,0.8530099656846788
adamw_grpo_mixed,AdamW + GRPO (Mixed),24,v_proj,attn,model.layers.24.self_attn.v_proj.weight,393216,393204,12,3.0517578125e-05,62546,330670,0.8409372965494791,215981,0.4507319132486979,53108,0.8649393717447916
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,down_proj,mlp,model.layers.25.mlp.down_proj.weight,13762560,13762096,464,3.3714657738048714e-05,2668953,11093607,0.8060714721679687,7724008,0.4387666248139881,2301088,0.8328008742559524
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,gate_proj,mlp,model.layers.25.mlp.gate_proj.weight,13762560,13762024,536,3.894624255951218e-05,2271167,11491393,0.8349749610537575,6891023,0.4992920648484003,1860120,0.8648420061383928
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,up_proj,mlp,model.layers.25.mlp.up_proj.weight,13762560,13762123,437,3.175281343004155e-05,2425661,11336899,0.8237492879231771,7390892,0.4629711332775298,2052233,0.8508829025995164
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,k_proj,attn,model.layers.25.self_attn.k_proj.weight,393216,393203,13,3.306070963537966e-05,91923,301293,0.7662277221679688,206191,0.4756291707356771,75247,0.8086369832356771
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,o_proj,attn,model.layers.25.self_attn.o_proj.weight,2359296,2359211,85,3.602769639754477e-05,396839,1962457,0.8317977057562934,1294220,0.4514380560980903,339778,0.8559833102756076
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,q_proj,attn,model.layers.25.self_attn.q_proj.weight,2359296,2359224,72,3.0517578125e-05,519794,1839502,0.7796825832790799,1191958,0.49478234185112846,416942,0.8232769436306424
adamw_grpo_mixed,AdamW + GRPO (Mixed),25,v_proj,attn,model.layers.25.self_attn.v_proj.weight,393216,393200,16,4.069010416662966e-05,72165,321051,0.8164749145507812,241440,0.385986328125,64673,0.8355280558268229
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,down_proj,mlp,model.layers.26.mlp.down_proj.weight,13762560,13762131,429,3.1171526227669055e-05,2640688,11121872,0.8081252325148809,7680365,0.4419377644856771,2274467,0.8347351800827754
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,gate_proj,mlp,model.layers.26.mlp.gate_proj.weight,13762560,13762027,533,3.8728259858622494e-05,2319971,11442589,0.8314288184756324,6942959,0.4955183483305432,1908101,0.8613556634812127
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,up_proj,mlp,model.layers.26.mlp.up_proj.weight,13762560,13762058,502,3.647577194942908e-05,2349786,11412774,0.8292624337332589,7265866,0.47205563499813985,1973632,0.8565941220238096
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,k_proj,attn,model.layers.26.self_attn.k_proj.weight,393216,393206,10,2.543131510412966e-05,99164,294052,0.7478129069010417,226566,0.4238128662109375,84796,0.7843526204427084
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,o_proj,attn,model.layers.26.self_attn.o_proj.weight,2359296,2359209,87,3.687540690100466e-05,410166,1949130,0.8261489868164062,1309300,0.4450463189019097,353074,0.8503477308485243
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,q_proj,attn,model.layers.26.self_attn.q_proj.weight,2359296,2359232,64,2.7126736111160454e-05,568061,1791235,0.759224361843533,1298804,0.4494951036241319,480697,0.7962540520562066
adamw_grpo_mixed,AdamW + GRPO (Mixed),26,v_proj,attn,model.layers.26.self_attn.v_proj.weight,393216,393201,15,3.814697265625e-05,76579,316637,0.8052495320638021,248699,0.3675257364908854,69034,0.8244374593098959
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,down_proj,mlp,model.layers.27.mlp.down_proj.weight,13762560,13762123,437,3.175281343004155e-05,2858705,10903855,0.7922839210146949,7445928,0.45897216796874996,2420699,0.8241098313104539
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,gate_proj,mlp,model.layers.27.mlp.gate_proj.weight,13762560,13761992,568,4.127139136900215e-05,2192232,11570328,0.84071044921875,6885183,0.4997164045061384,1800321,0.8691870553152902
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,up_proj,mlp,model.layers.27.mlp.up_proj.weight,13762560,13762022,538,3.90915643601053e-05,2302578,11459982,0.832692609514509,7094171,0.48453114827473953,1912313,0.8610496157691592
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,k_proj,attn,model.layers.27.self_attn.k_proj.weight,393216,393202,14,3.560384114587034e-05,101378,291838,0.7421824137369792,217638,0.4465179443359375,85694,0.7820688883463541
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,o_proj,attn,model.layers.27.self_attn.o_proj.weight,2359296,2359212,84,3.560384114587034e-05,520384,1838912,0.7794325086805556,1360561,0.42331907484266496,452098,0.8083758884006076
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,q_proj,attn,model.layers.27.self_attn.q_proj.weight,2359296,2359231,65,2.7550591362834886e-05,570883,1788413,0.7580282423231337,1277765,0.45841259426540804,477631,0.7975535922580295
adamw_grpo_mixed,AdamW + GRPO (Mixed),27,v_proj,attn,model.layers.27.self_attn.v_proj.weight,393216,393195,21,5.340576171875e-05,86849,306367,0.7791315714518229,280826,0.28582255045572913,82132,0.7911275227864584
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,down_proj,mlp,model.layers.3.mlp.down_proj.weight,13762560,13762110,450,3.269740513389685e-05,2560513,11202047,0.8139508201962425,6963096,0.49405517578125,2100086,0.8474058605375744
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,gate_proj,mlp,model.layers.3.mlp.gate_proj.weight,13762560,13762011,549,3.989083426336748e-05,2171479,11591081,0.8422183808826265,6968107,0.4936910720098586,1785141,0.8702900477818081
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,up_proj,mlp,model.layers.3.mlp.up_proj.weight,13762560,13762079,481,3.4949893043201286e-05,2541827,11220733,0.8153085617792039,7004439,0.49105115618024553,2091582,0.8480237688337053
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,k_proj,attn,model.layers.3.self_attn.k_proj.weight,393216,393204,12,3.0517578125e-05,60956,332260,0.8449808756510416,201026,0.48876444498697913,50052,0.872711181640625
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,o_proj,attn,model.layers.3.self_attn.o_proj.weight,2359296,2359227,69,2.924601236975466e-05,516384,1842912,0.7811279296875,1212225,0.48619206746419275,425337,0.8197186787923177
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,q_proj,attn,model.layers.3.self_attn.q_proj.weight,2359296,2359208,88,3.7299262152790114e-05,440316,1918980,0.8133697509765625,1181553,0.49919255574544275,358225,0.8481644524468316
adamw_grpo_mixed,AdamW + GRPO (Mixed),3,v_proj,attn,model.layers.3.self_attn.v_proj.weight,393216,393205,11,2.797444661462034e-05,84051,309165,0.7862472534179688,202957,0.4838536580403646,69082,0.8243153889973959
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,down_proj,mlp,model.layers.4.mlp.down_proj.weight,13762560,13762104,456,3.313337053567622e-05,2610566,11151994,0.8103139241536459,6942023,0.49558635893322167,2139368,0.8445515950520833
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,gate_proj,mlp,model.layers.4.mlp.gate_proj.weight,13762560,13762043,517,3.7565685453877506e-05,2165233,11597327,0.8426722208658854,6915378,0.49752240862165176,1773795,0.8711144583565849
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,up_proj,mlp,model.layers.4.mlp.up_proj.weight,13762560,13762118,442,3.211611793152436e-05,2552282,11210278,0.8145488920665922,6957010,0.49449739002046134,2093658,0.8478729248046875
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,k_proj,attn,model.layers.4.self_attn.k_proj.weight,393216,393199,17,4.323323567712034e-05,63099,330117,0.8395309448242188,200563,0.4899419148763021,51984,0.8677978515625
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,o_proj,attn,model.layers.4.self_attn.o_proj.weight,2359296,2359227,69,2.924601236975466e-05,480625,1878671,0.7962845696343316,1202413,0.49035093519422746,394432,0.8328179253472222
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,q_proj,attn,model.layers.4.self_attn.q_proj.weight,2359296,2359195,101,4.2809380425334886e-05,417998,1941298,0.822829352484809,1192936,0.4943678114149306,342257,0.8549325731065538
adamw_grpo_mixed,AdamW + GRPO (Mixed),4,v_proj,attn,model.layers.4.self_attn.v_proj.weight,393216,393202,14,3.560384114587034e-05,72085,321131,0.8166783650716146,200199,0.49086761474609375,59229,0.8493728637695312
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,down_proj,mlp,model.layers.5.mlp.down_proj.weight,13762560,13762133,427,3.102620442707593e-05,2661172,11101388,0.8066368466331846,6952962,0.49479152134486604,2180788,0.8415419805617559
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,gate_proj,mlp,model.layers.5.mlp.gate_proj.weight,13762560,13761980,580,4.2143322172671915e-05,2090803,11671757,0.8480803716750371,6879567,0.5001244681222099,1710118,0.8757412865048363
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,up_proj,mlp,model.layers.5.mlp.up_proj.weight,13762560,13762069,491,3.56765020461669e-05,2581304,11181256,0.8124401274181547,6951152,0.4949230375744048,2114690,0.846344720749628
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,k_proj,attn,model.layers.5.self_attn.k_proj.weight,393216,393202,14,3.560384114587034e-05,62694,330522,0.8405609130859375,194020,0.5065816243489583,50761,0.8709081013997396
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,o_proj,attn,model.layers.5.self_attn.o_proj.weight,2359296,2359210,86,3.645155164933023e-05,496055,1863241,0.7897444831000434,1202764,0.4902021620008681,406726,0.8276070488823785
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,q_proj,attn,model.layers.5.self_attn.q_proj.weight,2359296,2359214,82,3.4756130642410454e-05,435654,1923642,0.8153457641601562,1180271,0.4997359381781684,353638,0.8501086764865451
adamw_grpo_mixed,AdamW + GRPO (Mixed),5,v_proj,attn,model.layers.5.self_attn.v_proj.weight,393216,393206,10,2.543131510412966e-05,81931,311285,0.7916386922200521,198796,0.49443562825520837,66488,0.8309122721354166
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,down_proj,mlp,model.layers.6.mlp.down_proj.weight,13762560,13762115,445,3.233410063241404e-05,2621032,11141528,0.809553455171131,6952739,0.4948077247256324,2149269,0.8438321794782366
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,gate_proj,mlp,model.layers.6.mlp.gate_proj.weight,13762560,13761949,611,4.439581008186533e-05,2088107,11674453,0.8482762654622396,6866246,0.5010923839750744,1707123,0.8759589059012277
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,up_proj,mlp,model.layers.6.mlp.up_proj.weight,13762560,13762078,482,3.502255394349785e-05,2550179,11212381,0.8147016979399182,6960696,0.4942295619419643,2092137,0.8479834420340402
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,k_proj,attn,model.layers.6.self_attn.k_proj.weight,393216,393197,19,4.831949869787966e-05,59941,333275,0.8475621541341146,194520,0.50531005859375,48824,0.8758341471354166
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,o_proj,attn,model.layers.6.self_attn.o_proj.weight,2359296,2359231,65,2.7550591362834886e-05,456928,1902368,0.8063286675347222,1211612,0.4864518907335069,376995,0.8402086893717448
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,q_proj,attn,model.layers.6.self_attn.q_proj.weight,2359296,2359191,105,4.450480143225466e-05,416425,1942871,0.82349607679579,1161382,0.5077421400282118,336909,0.8571993509928385
adamw_grpo_mixed,AdamW + GRPO (Mixed),6,v_proj,attn,model.layers.6.self_attn.v_proj.weight,393216,393202,14,3.560384114587034e-05,70251,322965,0.8213424682617188,201320,0.48801676432291663,57739,0.8531621297200521
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,down_proj,mlp,model.layers.7.mlp.down_proj.weight,13762560,13762098,462,3.356933593745559e-05,2527091,11235469,0.8163792928059896,6944808,0.49538399832589286,2071531,0.8494806925455729
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,gate_proj,mlp,model.layers.7.mlp.gate_proj.weight,13762560,13761994,566,4.112606956840903e-05,2209808,11552752,0.839433361235119,6878036,0.5002357119605655,1805898,0.8687818254743304
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,up_proj,mlp,model.layers.7.mlp.up_proj.weight,13762560,13762055,505,3.6693754650318766e-05,2441367,11321193,0.8226080758231027,6955412,0.4946135021391369,2002688,0.8544828869047619
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,k_proj,attn,model.layers.7.self_attn.k_proj.weight,393216,393193,23,5.849202473962034e-05,59101,334115,0.8496983846028646,201248,0.48819986979166663,48758,0.8760019938151041
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,o_proj,attn,model.layers.7.self_attn.o_proj.weight,2359296,2359216,80,3.3908420138839546e-05,478514,1880782,0.7971793280707465,1202227,0.49042977227105033,393246,0.8333206176757812
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,q_proj,attn,model.layers.7.self_attn.q_proj.weight,2359296,2359201,95,4.026624891495523e-05,409722,1949574,0.8263371785481771,1193074,0.49430931939019096,335464,0.8578118218315972
adamw_grpo_mixed,AdamW + GRPO (Mixed),7,v_proj,attn,model.layers.7.self_attn.v_proj.weight,393216,393205,11,2.797444661462034e-05,79157,314059,0.7986933390299479,202645,0.4846471150716146,65198,0.8341929117838541
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,down_proj,mlp,model.layers.8.mlp.down_proj.weight,13762560,13762073,487,3.5385858444980656e-05,2611921,11150639,0.8102154686337426,6950427,0.4949757167271205,2139961,0.8445085071382068
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,gate_proj,mlp,model.layers.8.mlp.gate_proj.weight,13762560,13762035,525,3.814697265625e-05,2235912,11526648,0.83753662109375,6888673,0.49946281796409975,1828787,0.8671186901274182
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,up_proj,mlp,model.layers.8.mlp.up_proj.weight,13762560,13762082,478,3.47319103423116e-05,2474582,11287978,0.8201946440197172,6927624,0.4966326032366072,2025870,0.8527984619140625
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,k_proj,attn,model.layers.8.self_attn.k_proj.weight,393216,393203,13,3.306070963537966e-05,55954,337262,0.8577016194661459,198619,0.4948857625325521,45997,0.8830235799153646
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,o_proj,attn,model.layers.8.self_attn.o_proj.weight,2359296,2359207,89,3.7723117404464546e-05,463868,1895428,0.8033871120876737,1199139,0.4917386372884115,380165,0.8388650682237413
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,q_proj,attn,model.layers.8.self_attn.q_proj.weight,2359296,2359184,112,4.747178819441977e-05,395724,1963572,0.8322703043619791,1189645,0.4957627190483941,323999,0.8626713222927518
adamw_grpo_mixed,AdamW + GRPO (Mixed),8,v_proj,attn,model.layers.8.self_attn.v_proj.weight,393216,393203,13,3.306070963537966e-05,70667,322549,0.8202845255533854,198612,0.494903564453125,57774,0.8530731201171875
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,down_proj,mlp,model.layers.9.mlp.down_proj.weight,13762560,13762096,464,3.3714657738048714e-05,2567893,11194667,0.8134145827520461,6951336,0.49490966796875,2104906,0.8470556349981399
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,gate_proj,mlp,model.layers.9.mlp.gate_proj.weight,13762560,13761970,590,4.286993117563753e-05,2264022,11498538,0.8354941231863839,6916406,0.4974477132161458,1854648,0.8652396065848215
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,up_proj,mlp,model.layers.9.mlp.up_proj.weight,13762560,13762076,484,3.516787574409097e-05,2449724,11312836,0.8220008486793154,6945286,0.49534926641555055,2008619,0.8540519351050967
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,k_proj,attn,model.layers.9.self_attn.k_proj.weight,393216,393198,18,4.57763671875e-05,64755,328461,0.8353195190429688,192224,0.5111490885416667,51597,0.8687820434570312
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,o_proj,attn,model.layers.9.self_attn.o_proj.weight,2359296,2359214,82,3.4756130642410454e-05,537208,1822088,0.7723015679253472,1195946,0.4930920071072049,437807,0.8144332038031684
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,q_proj,attn,model.layers.9.self_attn.q_proj.weight,2359296,2359192,104,4.408094618058023e-05,455714,1903582,0.8068432278103299,1158511,0.5089590284559462,363047,0.84612062242296
adamw_grpo_mixed,AdamW + GRPO (Mixed),9,v_proj,attn,model.layers.9.self_attn.v_proj.weight,393216,393204,12,3.0517578125e-05,84597,308619,0.7848587036132812,196061,0.501391092936198,67432,0.8285115559895834
muon_grpo_fp32,Muon + GRPO (FP32),-1,embed,embed,model.embed_tokens.weight,233373696,83560696,149813000,0.6419446688627668,2763295,230610401,0.9881593553713954,3784829,0.9837821097027147,1411875,0.9939501536625619
muon_grpo_fp32,Muon + GRPO (FP32),0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,13762560,13761693,867,6.299700055800717e-05,1666124,12096436,0.8789379301525297,3798932,0.7239661807105655,1050735,0.9236526489257812
muon_grpo_fp32,Muon + GRPO (FP32),0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,13762560,13740222,22338,0.0016230991908482428,1232884,12529676,0.9104175385974702,3016383,0.780826895577567,681546,0.9504782540457589
muon_grpo_fp32,Muon + GRPO (FP32),0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,13762560,13747169,15391,0.0011183239164807013,1461711,12300849,0.893790762765067,2899394,0.7893274216424851,791142,0.942514910016741
muon_grpo_fp32,Muon + GRPO (FP32),0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,393216,393153,63,0.00016021728515625,25336,367880,0.9355672200520834,114309,0.7092971801757812,16517,0.9579950968424479
muon_grpo_fp32,Muon + GRPO (FP32),0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,2359296,2359158,138,5.849202473962034e-05,297812,2061484,0.8737708197699653,412475,0.8251703050401475,143973,0.9389762878417969
muon_grpo_fp32,Muon + GRPO (FP32),0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,2359296,2047444,311852,0.1321801079644097,127038,2232258,0.9461542765299479,262441,0.8887630038791232,59103,0.9749488830566406
muon_grpo_fp32,Muon + GRPO (FP32),0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,393216,393198,18,4.57763671875e-05,68646,324570,0.8254241943359375,115237,0.7069371541341145,44231,0.8875147501627604
muon_grpo_fp32,Muon + GRPO (FP32),1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,13762560,13761069,1491,0.0001083374023437278,940073,12822487,0.9316934494745164,922596,0.9329633440290178,279121,0.9797188168480283
muon_grpo_fp32,Muon + GRPO (FP32),1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,13762560,13756346,6214,0.00045151483444938467,1490345,12272215,0.8917101905459449,4234461,0.6923202514648438,982421,0.9286164056687128
muon_grpo_fp32,Muon + GRPO (FP32),1,up_proj,mlp,model.layers.1.mlp.up_proj.weight,13762560,13757179,5381,0.0003909883045014606,1747621,12014939,0.8730162847609747,4296998,0.6877762567429315,1147104,0.916650390625
muon_grpo_fp32,Muon + GRPO (FP32),1,k_proj,attn,model.layers.1.self_attn.k_proj.weight,393216,393157,59,0.00015004475911462034,27438,365778,0.9302215576171875,110607,0.7187118530273438,17421,0.9556961059570312
muon_grpo_fp32,Muon + GRPO (FP32),1,o_proj,attn,model.layers.1.self_attn.o_proj.weight,2359296,2359142,154,6.527370876741045e-05,270814,2088482,0.8852140638563368,454814,0.8072246975368924,137246,0.9418275621202257
muon_grpo_fp32,Muon + GRPO (FP32),1,q_proj,attn,model.layers.1.self_attn.q_proj.weight,2359296,2358741,555,0.00023523966471350466,147664,2211632,0.9374118381076388,325771,0.8619202507866753,64863,0.9725074768066406
muon_grpo_fp32,Muon + GRPO (FP32),1,v_proj,attn,model.layers.1.self_attn.v_proj.weight,393216,393189,27,6.866455078125e-05,69203,324013,0.8240076700846354,115303,0.706769307454427,44665,0.8864110310872396
muon_grpo_fp32,Muon + GRPO (FP32),10,down_proj,mlp,model.layers.10.mlp.down_proj.weight,13762560,13761785,775,5.631219773061247e-05,1824353,11938207,0.8674408685593378,4385237,0.68136473156157,1218081,0.9114931379045759
muon_grpo_fp32,Muon + GRPO (FP32),10,gate_proj,mlp,model.layers.10.mlp.gate_proj.weight,13762560,13756222,6338,0.00046052478608626934,1611376,12151184,0.8829159691220239,4144005,0.6988928658621651,1087358,0.9209915887741815
muon_grpo_fp32,Muon + GRPO (FP32),10,up_proj,mlp,model.layers.10.mlp.up_proj.weight,13762560,13757557,5003,0.0003635224841890272,1727263,12035297,0.8744955153692336,4475965,0.6747723533993676,1161146,0.9156300862630209
muon_grpo_fp32,Muon + GRPO (FP32),10,k_proj,attn,model.layers.10.self_attn.k_proj.weight,393216,393188,28,7.120768229162966e-05,46881,346335,0.8807754516601562,127784,0.6750284830729167,31450,0.9200185139973959
muon_grpo_fp32,Muon + GRPO (FP32),10,o_proj,attn,model.layers.10.self_attn.o_proj.weight,2359296,2359150,146,6.188286675345989e-05,287925,2071371,0.8779614766438802,565081,0.7604874504937066,160518,0.9319636027018229
muon_grpo_fp32,Muon + GRPO (FP32),10,q_proj,attn,model.layers.10.self_attn.q_proj.weight,2359296,2359118,178,7.544623480904011e-05,233697,2125599,0.900946299235026,473237,0.799416012234158,120738,0.9488245646158854
muon_grpo_fp32,Muon + GRPO (FP32),10,v_proj,attn,model.layers.10.self_attn.v_proj.weight,393216,393194,22,5.594889322912966e-05,50540,342676,0.8714701334635416,112176,0.7147216796875,32308,0.9178365071614584
muon_grpo_fp32,Muon + GRPO (FP32),11,down_proj,mlp,model.layers.11.mlp.down_proj.weight,13762560,13761894,666,4.839215959817622e-05,1855677,11906883,0.8651648385184152,4411655,0.6794451758975074,1240809,0.9098417009626116
muon_grpo_fp32,Muon + GRPO (FP32),11,gate_proj,mlp,model.layers.11.mlp.gate_proj.weight,13762560,13761588,972,7.062639508925717e-05,1615365,12147195,0.8826261247907367,4135470,0.6995130266462053,1086006,0.9210898263113839
muon_grpo_fp32,Muon + GRPO (FP32),11,up_proj,mlp,model.layers.11.mlp.up_proj.weight,13762560,13761833,727,5.2824474516377506e-05,1715272,12047288,0.8753667922247024,4440952,0.6773164295014881,1146925,0.9166633969261533
muon_grpo_fp32,Muon + GRPO (FP32),11,k_proj,attn,model.layers.11.self_attn.k_proj.weight,393216,393189,27,6.866455078125e-05,41651,351565,0.8940760294596354,123807,0.6851425170898438,27676,0.9296162923177084
muon_grpo_fp32,Muon + GRPO (FP32),11,o_proj,attn,model.layers.11.self_attn.o_proj.weight,2359296,2359172,124,5.2558051215290114e-05,292860,2066436,0.8758697509765625,542280,0.7701517740885416,157842,0.9330978393554688
muon_grpo_fp32,Muon + GRPO (FP32),11,q_proj,attn,model.layers.11.self_attn.q_proj.weight,2359296,2359103,193,8.180406358504477e-05,210497,2148799,0.9107797410753038,434962,0.8156390719943576,104110,0.9558724297417535
muon_grpo_fp32,Muon + GRPO (FP32),11,v_proj,attn,model.layers.11.self_attn.v_proj.weight,393216,393195,21,5.340576171875e-05,47995,345221,0.8779424031575521,110011,0.720227559407552,30259,0.9230473836263021
muon_grpo_fp32,Muon + GRPO (FP32),12,down_proj,mlp,model.layers.12.mlp.down_proj.weight,13762560,13761803,757,5.500430152527436e-05,1887409,11875151,0.8628591628301712,4315299,0.6864464896065848,1250804,0.909115455264137
muon_grpo_fp32,Muon + GRPO (FP32),12,gate_proj,mlp,model.layers.12.mlp.gate_proj.weight,13762560,13759920,2640,0.00019182477678569843,1571351,12191209,0.885824221656436,3916243,0.7154422578357515,1057728,0.92314453125
muon_grpo_fp32,Muon + GRPO (FP32),12,up_proj,mlp,model.layers.12.mlp.up_proj.weight,13762560,13761247,1313,9.540376209082879e-05,1745145,12017415,0.8731961931501115,4339733,0.6846710931687128,1157640,0.9158848353794643
muon_grpo_fp32,Muon + GRPO (FP32),12,k_proj,attn,model.layers.12.self_attn.k_proj.weight,393216,393189,27,6.866455078125e-05,45085,348131,0.8853429158528646,118373,0.698961893717448,29694,0.9244842529296875
muon_grpo_fp32,Muon + GRPO (FP32),12,o_proj,attn,model.layers.12.self_attn.o_proj.weight,2359296,2359139,157,6.654527452254477e-05,279951,2079345,0.881341298421224,509874,0.7838872273763021,147305,0.9375640021430122
muon_grpo_fp32,Muon + GRPO (FP32),12,q_proj,attn,model.layers.12.self_attn.q_proj.weight,2359296,2359126,170,7.205539279508955e-05,226971,2132325,0.9037971496582031,444043,0.811790042453342,114074,0.9516491360134549
muon_grpo_fp32,Muon + GRPO (FP32),12,v_proj,attn,model.layers.12.self_attn.v_proj.weight,393216,393180,36,9.1552734375e-05,47132,346084,0.8801371256510416,111084,0.717498779296875,30095,0.9234644571940104
muon_grpo_fp32,Muon + GRPO (FP32),13,down_proj,mlp,model.layers.13.mlp.down_proj.weight,13762560,13761841,719,5.224318731400501e-05,1854902,11907658,0.8652211507161458,4385272,0.6813621884300596,1238097,0.9100387573242188
muon_grpo_fp32,Muon + GRPO (FP32),13,gate_proj,mlp,model.layers.13.mlp.gate_proj.weight,13762560,13761628,932,6.77199590773947e-05,1666336,12096224,0.8789225260416667,4085949,0.7031112670898437,1122916,0.9184079124813989
muon_grpo_fp32,Muon + GRPO (FP32),13,up_proj,mlp,model.layers.13.mlp.up_proj.weight,13762560,13761804,756,5.4931640624977796e-05,1726308,12036252,0.8745649065290179,4398876,0.6803737095424107,1152530,0.9162561325799852
muon_grpo_fp32,Muon + GRPO (FP32),13,k_proj,attn,model.layers.13.self_attn.k_proj.weight,393216,393182,34,8.646647135412966e-05,40364,352852,0.8973490397135416,121560,0.69085693359375,26978,0.9313913981119791
